,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion
472,0.33,0.03,0.45,81.94,2.66,121.93,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:00 ,6
473,0.44,0.03,0.44,83.43,2.64,121.02,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:10 ,6
474,0.44,0.0,0.39,82.81,2.66,120.99,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:20 ,6
475,0.39,0.01,0.42,83.08,2.66,121.03,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:30 ,6
476,0.42,0.03,0.42,82.4,2.68,120.53,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:40 ,6
477,0.44,0.05,0.42,82.81,2.78,127.96,21.66,100.0,1016.32,4.0,0.0,0.0,31-10-2024 03:50 ,6
478,0.44,0.03,0.41,81.48,2.68,124.97,21.57,100.0,1016.55,4.0,0.0,0.0,31-10-2024 04:00 ,6
479,0.51,0.03,0.39,81.21,2.69,129.19,21.54,100.0,1016.93,4.0,0.0,0.0,31-10-2024 04:10 ,6
480,0.52,0.05,0.37,81.22,2.78,134.38,21.53,100.0,1016.94,4.0,0.0,0.0,31-10-2024 04:20 ,6
481,0.53,0.05,1.15,80.47,2.75,130.49,21.49,100.0,1016.93,4.0,0.0,0.0,31-10-2024 04:30 ,6
482,0.55,0.05,0.43,80.49,2.74,129.62,21.54,100.0,1016.94,4.0,0.0,0.0,31-10-2024 04:40 ,6
483,0.57,0.02,0.52,79.96,2.7,123.33,21.54,100.0,1016.94,4.0,0.0,0.0,31-10-2024 04:50 ,6
484,0.49,0.03,0.46,82.67,2.7,119.14,21.58,100.0,1016.94,4.0,0.0,0.0,31-10-2024 05:00 ,6
485,0.4,0.04,0.41,82.64,2.76,119.3,21.66,100.0,1016.94,4.0,0.0,0.0,31-10-2024 05:10 ,6
486,0.33,0.04,0.68,81.39,2.79,123.22,21.59,100.0,1016.94,4.0,0.0,0.0,31-10-2024 05:20 ,6
487,0.37,0.04,1.1,79.11,2.8,127.17,21.44,100.0,1017.07,4.0,0.0,0.0,31-10-2024 05:30 ,6
488,0.52,0.03,1.13,79.59,2.83,132.05,21.39,100.0,1017.53,4.0,0.0,0.0,31-10-2024 05:40 ,6
489,0.54,0.03,1.16,79.85,2.86,132.95,21.36,100.0,1017.54,4.0,0.0,0.0,31-10-2024 05:50 ,6
490,0.59,0.02,1.34,80.54,2.8,124.1,21.45,100.0,1017.54,5.0,0.0,0.0,31-10-2024 06:00 ,6
491,0.55,0.01,0.97,79.75,2.87,124.49,21.42,100.0,1017.54,6.0,0.0,0.0,31-10-2024 06:10 ,6
492,0.63,0.03,0.69,81.64,2.96,126.04,21.43,100.0,1017.54,7.0,0.0,0.0,31-10-2024 06:20 ,6
493,0.57,0.05,0.51,81.1,2.98,121.12,21.53,100.0,1017.54,12.0,0.0,0.0,31-10-2024 06:30 ,6
494,0.54,0.04,0.43,81.2,3.12,127.43,21.54,100.0,1017.54,23.0,0.0,0.0,31-10-2024 06:40 ,6
495,0.44,0.05,0.9,80.47,3.09,119.69,21.54,100.0,1017.54,26.0,0.0,0.0,31-10-2024 06:50 ,6
496,0.34,0.03,0.57,82.32,3.24,119.67,21.66,100.0,1017.62,54.0,0.0,0.0,31-10-2024 07:00 ,6
497,0.3,0.04,0.73,81.09,3.31,120.21,21.68,100.0,1018.1,62.0,0.0,0.0,31-10-2024 07:10 ,6
498,0.36,0.03,0.68,82.72,3.35,119.51,21.86,100.0,1018.15,70.0,0.0,0.0,31-10-2024 07:20 ,6
499,0.41,0.03,0.68,81.06,3.41,118.51,22.04,100.0,1018.15,79.0,0.0,0.0,31-10-2024 07:30 ,6
500,0.39,0.02,0.84,81.5,3.47,120.69,22.03,100.0,1018.15,85.0,0.0,0.0,31-10-2024 07:40 ,6
501,0.37,0.04,0.58,78.79,3.6,119.65,22.03,100.0,1018.21,112.0,0.0,0.0,31-10-2024 07:50 ,6
502,0.47,0.1,0.86,79.06,3.79,117.52,22.37,100.0,1018.54,158.0,0.0,0.0,31-10-2024 08:00 ,6
503,0.4,0.07,0.66,77.21,3.64,121.7,22.42,100.0,1018.75,116.0,0.0,0.0,31-10-2024 08:10 ,6
504,0.53,0.02,0.67,77.13,3.73,117.46,22.33,100.0,1018.75,135.0,0.0,0.0,31-10-2024 08:20 ,6
505,0.58,0.04,0.64,75.61,4.41,124.69,22.79,100.0,1018.75,202.0,0.0,0.0,31-10-2024 08:30 ,6
506,0.51,0.04,0.65,76.0,3.92,121.18,22.98,100.0,1018.75,138.0,0.0,0.0,31-10-2024 08:40 ,6
507,0.54,0.06,0.65,76.16,3.93,119.47,22.76,100.0,1018.75,164.0,0.0,0.0,31-10-2024 08:50 ,6
508,0.58,0.06,0.62,77.61,4.39,119.93,22.85,100.0,1018.75,267.0,0.0,0.0,31-10-2024 09:00 ,6
509,0.49,0.06,0.6,76.83,4.28,120.27,23.16,99.93,1018.74,251.0,0.0,0.0,31-10-2024 09:10 ,6
510,0.42,0.06,0.58,76.05,4.29,119.83,23.21,100.0,1018.75,260.0,0.0,0.0,31-10-2024 09:20 ,6
511,0.38,0.03,0.59,78.72,4.39,117.93,23.43,100.0,1018.69,277.0,0.0,0.0,31-10-2024 09:30 ,6
512,0.31,0.02,0.54,76.73,4.68,119.95,23.64,100.0,1018.29,323.0,0.0,0.0,31-10-2024 09:40 ,6
513,0.79,0.07,0.5,76.61,4.81,119.21,23.7,99.99,1018.15,337.0,0.0,0.0,31-10-2024 09:50 ,6
514,0.8,0.03,0.6,77.53,4.84,118.59,23.57,100.0,1018.15,330.0,0.0,0.0,31-10-2024 10:00 ,6
515,0.73,0.04,0.58,77.32,4.83,120.47,23.56,100.0,1018.15,315.0,0.0,0.0,31-10-2024 10:10 ,6
516,0.67,0.07,0.52,79.51,4.99,119.37,23.77,100.0,1018.15,350.0,0.0,0.0,31-10-2024 10:20 ,6
517,0.59,0.06,0.48,74.92,5.02,122.86,23.85,99.91,1018.03,350.0,0.0,0.0,31-10-2024 10:30 ,6
518,0.6,1.08,3.72,74.53,4.76,119.81,23.8,99.68,1017.94,306.0,0.0,0.0,31-10-2024 10:40 ,6
519,0.64,0.14,0.97,77.6,4.81,122.23,23.84,99.64,1017.56,320.0,0.0,0.0,31-10-2024 10:50 ,6
520,0.49,0.09,0.85,72.87,4.39,128.96,23.73,99.6,1017.55,211.0,0.0,0.0,31-10-2024 11:00 ,6
521,0.42,0.06,0.71,76.17,4.8,136.54,23.42,100.0,1017.54,283.0,0.0,0.0,31-10-2024 11:10 ,6
522,0.31,0.04,0.63,74.57,4.37,139.93,23.35,100.0,1017.54,183.0,0.0,0.0,31-10-2024 11:20 ,6
523,0.18,0.03,0.57,69.03,4.37,137.92,23.12,100.0,1017.54,174.0,0.0,0.0,31-10-2024 11:30 ,6
524,0.22,0.04,0.63,75.71,5.06,137.95,23.17,100.0,1017.54,287.0,0.0,0.0,31-10-2024 11:40 ,6
525,0.17,0.06,0.57,73.17,5.42,133.33,23.94,99.9,1017.54,383.0,0.0,0.0,31-10-2024 11:50 ,6
526,0.27,0.06,0.61,69.34,5.37,131.38,24.78,97.56,1017.54,389.0,0.0,0.0,31-10-2024 12:00 ,6
527,0.35,0.05,0.63,76.72,5.06,121.95,24.96,94.44,1017.54,333.0,0.0,0.0,31-10-2024 12:10 ,6
528,0.23,0.06,0.6,75.73,4.9,127.38,24.78,95.09,1017.54,284.0,0.0,0.0,31-10-2024 12:20 ,6
529,0.24,0.04,0.61,72.35,4.46,125.23,24.36,97.05,1017.54,205.0,0.0,0.0,31-10-2024 12:30 ,6
530,0.25,0.05,0.68,78.0,4.41,122.46,24.29,97.59,1017.54,213.0,0.0,0.0,31-10-2024 12:40 ,6
531,0.23,0.05,0.63,76.5,4.17,118.57,23.83,99.08,1017.54,171.0,0.0,0.0,31-10-2024 12:50 ,6
532,0.32,0.06,0.6,75.66,4.4,124.91,23.85,99.89,1017.54,215.0,0.0,0.0,31-10-2024 13:00 ,6
533,0.3,0.05,0.6,79.41,4.1,122.64,23.8,100.0,1017.54,142.0,0.0,0.0,31-10-2024 13:10 ,6
534,0.22,0.03,0.6,73.71,4.3,119.55,23.43,100.0,1017.54,192.0,0.0,0.0,31-10-2024 13:20 ,6
535,0.34,0.04,0.6,78.89,4.94,118.3,23.91,99.77,1017.54,326.0,0.0,0.0,31-10-2024 13:30 ,6
536,0.23,0.03,0.55,76.14,4.14,119.18,23.99,98.14,1017.47,155.0,0.0,0.0,31-10-2024 13:40 ,6
537,0.32,0.03,0.59,76.13,4.28,119.78,23.49,99.95,1017.52,175.0,0.0,0.0,31-10-2024 13:50 ,6
538,0.52,0.04,0.57,79.86,4.25,120.51,23.37,100.0,1017.53,179.0,0.0,0.0,31-10-2024 14:00 ,6
539,0.38,0.05,0.57,75.29,4.48,120.97,23.46,100.0,1017.54,229.0,0.0,0.0,31-10-2024 14:10 ,6
540,0.4,0.06,0.63,77.97,3.99,115.72,23.52,100.0,1017.54,144.0,0.0,0.0,31-10-2024 14:20 ,6
541,0.36,0.05,0.6,79.05,4.14,119.04,23.38,100.0,1017.54,170.0,0.0,0.0,31-10-2024 14:30 ,6
542,0.25,0.05,0.58,74.84,3.92,119.34,23.38,99.94,1017.54,127.0,0.0,0.0,31-10-2024 14:40 ,6
543,0.35,0.05,0.66,79.26,3.8,118.5,23.16,100.0,1017.54,91.0,0.0,0.0,31-10-2024 14:50 ,6
544,0.39,0.05,0.8,79.7,3.74,114.79,22.84,100.0,1017.54,101.0,0.0,0.0,31-10-2024 15:00 ,6
545,,,,,,,,,,,,,,6
546,0.79,0.53,3.91,47.3,1.37,251.61,14.41,99.68,1015.0,1.42,0.0,0.0,31-10-2024 00:10 ,8
547,0.74,0.47,4.24,46.19,1.69,214.57,14.26,100.0,1015.0,0.72,0.0,0.0,31-10-2024 00:20 ,8
548,0.61,1.01,2.92,46.22,1.85,250.26,14.45,100.0,1015.0,1.08,0.0,0.0,31-10-2024 00:30 ,8
549,0.76,0.53,4.49,46.25,0.99,246.58,14.24,100.0,1015.0,1.22,0.0,0.0,31-10-2024 00:40 ,8
550,0.8,0.64,3.95,49.34,1.42,222.98,14.57,100.0,1015.0,0.86,0.0,0.0,31-10-2024 00:50 ,8
551,0.61,0.69,3.41,46.06,1.68,205.63,14.13,100.0,1015.0,0.73,0.0,0.0,31-10-2024 01:00 ,8
552,0.86,0.73,3.17,50.6,1.38,254.53,14.72,100.0,1015.0,1.19,0.0,0.0,31-10-2024 01:10 ,8
553,0.99,0.52,4.16,51.52,1.72,242.72,15.05,100.0,1015.0,1.35,0.0,0.0,31-10-2024 01:20 ,8
554,0.9,0.62,3.81,51.51,1.29,241.57,14.96,100.0,1015.0,1.18,0.0,0.0,31-10-2024 01:30 ,8
555,0.96,0.52,3.56,48.73,1.76,246.41,14.77,100.0,1015.0,1.34,0.0,0.0,31-10-2024 01:40 ,8
556,0.9,0.66,3.24,46.94,1.39,253.78,14.36,100.0,1015.0,1.33,0.0,0.0,31-10-2024 01:50 ,8
557,0.68,0.53,2.97,43.88,1.23,276.66,13.96,100.0,1015.0,1.66,0.0,0.0,31-10-2024 02:00 ,8
558,0.7,0.49,2.68,44.43,1.95,265.56,13.53,100.0,1015.0,1.27,0.0,0.0,31-10-2024 02:10 ,8
559,0.57,0.25,3.28,44.17,2.54,256.09,13.79,100.0,1015.0,1.03,0.0,0.0,31-10-2024 02:20 ,8
560,0.65,0.31,2.47,46.29,2.73,241.61,14.11,100.0,1015.0,1.0,0.0,0.0,31-10-2024 02:30 ,8
561,0.9,0.63,2.58,47.69,1.65,256.59,14.11,100.0,1015.0,1.07,0.0,0.0,31-10-2024 02:40 ,8
562,0.64,0.82,3.08,46.87,3.0,237.28,14.12,100.0,1015.0,0.89,0.0,0.0,31-10-2024 02:50 ,8
563,0.78,0.75,2.71,49.52,3.0,235.1,14.25,100.0,1015.0,0.71,0.0,0.0,31-10-2024 03:00 ,8
564,0.53,0.66,2.73,48.75,2.93,238.55,14.23,100.0,1015.0,0.84,0.0,0.0,31-10-2024 03:10 ,8
565,0.59,0.68,2.36,47.28,3.04,239.0,14.17,100.0,1015.0,0.83,0.0,0.0,31-10-2024 03:20 ,8
566,0.61,0.79,2.22,47.59,2.48,219.39,14.11,100.0,1015.0,0.71,0.0,0.0,31-10-2024 03:30 ,8
567,0.6,0.81,2.46,49.12,2.66,212.32,14.13,100.0,1015.0,0.5,0.0,0.0,31-10-2024 03:40 ,8
568,0.67,1.13,2.07,49.37,2.41,198.9,13.72,100.0,1015.0,0.51,0.0,0.0,31-10-2024 03:50 ,8
569,0.62,0.97,2.57,48.54,2.32,222.12,13.89,100.0,1015.0,0.68,0.0,0.0,31-10-2024 04:00 ,8
570,0.7,0.67,2.87,48.34,2.97,225.29,13.87,100.0,1015.0,0.67,0.0,0.0,31-10-2024 04:10 ,8
571,0.59,0.98,2.46,49.39,2.47,238.0,13.98,100.0,1015.0,0.88,0.0,0.0,31-10-2024 04:20 ,8
572,0.67,0.86,2.62,49.92,1.11,215.47,13.63,100.0,1015.0,0.62,0.0,0.0,31-10-2024 04:30 ,8
573,0.63,0.78,2.55,50.09,0.95,164.1,13.01,100.0,1015.0,0.16,0.0,0.0,31-10-2024 04:40 ,8
574,0.71,0.57,2.24,49.12,1.71,185.49,13.34,100.0,1015.0,0.37,0.0,0.0,31-10-2024 04:50 ,8
575,0.9,0.72,2.07,48.3,2.38,179.61,12.92,100.0,1015.0,0.26,0.0,0.0,31-10-2024 05:00 ,8
576,0.73,0.65,1.77,45.61,2.68,178.68,12.79,100.0,1015.0,0.25,0.0,0.0,31-10-2024 05:10 ,8
577,0.78,0.57,2.01,52.09,2.75,174.46,13.43,100.0,1015.0,0.26,0.0,0.0,31-10-2024 05:20 ,8
578,0.86,0.54,1.12,51.59,2.35,175.02,13.31,98.46,1015.0,0.25,0.0,0.0,31-10-2024 05:30 ,8
579,0.5,0.81,1.05,52.14,2.41,192.93,13.54,96.81,1015.0,0.4,0.0,0.0,31-10-2024 05:40 ,8
580,0.63,0.7,1.36,51.45,3.19,190.76,13.26,95.29,1015.0,0.33,0.0,0.0,31-10-2024 05:50 ,8
581,0.64,0.39,1.71,49.96,2.89,187.07,13.1,95.37,1015.0,0.31,0.0,0.0,31-10-2024 06:00 ,8
582,0.63,0.34,1.87,54.1,2.83,181.88,13.69,94.54,1015.01,0.31,0.0,0.0,31-10-2024 06:10 ,8
583,0.9,0.33,2.44,51.56,2.94,180.33,13.32,93.35,1015.01,0.27,0.0,0.0,31-10-2024 06:20 ,8
584,0.81,0.41,3.21,51.71,2.77,178.04,13.59,93.71,1015.0,0.28,0.0,0.0,31-10-2024 06:30 ,8
585,0.81,0.43,2.11,56.96,3.4,188.31,14.02,92.21,1015.03,0.4,0.0,0.0,31-10-2024 06:40 ,8
586,0.78,0.56,1.34,56.19,2.64,188.84,13.81,91.07,1015.6,0.34,0.0,0.0,31-10-2024 06:50 ,8
587,0.56,0.65,1.04,57.34,2.01,189.84,14.15,90.62,1015.95,0.41,0.0,0.0,31-10-2024 07:00 ,8
588,0.66,0.72,1.84,59.29,1.63,168.14,14.38,88.98,1016.0,0.24,0.0,0.0,31-10-2024 07:10 ,8
589,0.77,0.29,1.79,58.41,1.83,168.19,14.12,87.71,1016.0,0.91,0.0,0.0,31-10-2024 07:20 ,8
590,0.68,0.91,1.64,51.99,2.32,170.16,13.27,90.9,1016.0,4.48,0.0,0.0,31-10-2024 07:30 ,8
591,0.81,0.74,2.04,54.08,1.62,147.88,13.64,93.02,1016.0,8.81,0.0,0.0,31-10-2024 07:40 ,8
592,0.72,0.63,1.76,54.35,1.46,142.7,13.7,92.14,1016.0,14.04,0.0,0.0,31-10-2024 07:50 ,8
593,0.49,1.03,1.0,54.19,1.54,133.31,13.87,92.4,1016.0,21.85,0.0,0.0,31-10-2024 08:00 ,8
594,0.89,0.96,2.23,51.2,2.05,151.39,13.57,92.05,1016.0,37.53,0.0,0.0,31-10-2024 08:10 ,8
595,0.88,0.84,2.36,53.08,2.0,125.32,14.2,94.08,1016.0,44.6,0.0,0.0,31-10-2024 08:20 ,8
596,0.84,3.32,1.74,52.52,2.07,112.6,14.62,95.32,1016.0,54.65,0.0,0.0,31-10-2024 08:30 ,8
597,0.93,-1.03,3.37,52.53,1.77,118.53,14.88,94.99,1016.0,70.69,0.0,0.0,31-10-2024 08:40 ,8
598,0.78,-0.73,2.75,55.96,1.75,128.45,15.46,92.76,1016.0,82.24,0.0,0.0,31-10-2024 08:50 ,8
599,0.87,-0.33,2.59,52.73,0.58,111.87,15.78,90.5,1016.02,94.64,0.0,0.0,31-10-2024 09:00 ,8
600,0.76,0.06,2.84,51.6,0.98,50.16,16.03,88.36,1016.26,106.45,0.0,0.0,31-10-2024 09:10 ,8
601,0.76,0.76,3.48,49.06,1.3,87.18,15.53,88.37,1016.14,119.97,0.0,0.0,31-10-2024 09:20 ,8
602,0.79,3.07,5.36,40.61,0.99,131.62,15.75,89.43,1016.45,130.52,0.0,0.0,31-10-2024 09:30 ,8
603,0.82,2.93,5.18,48.09,0.71,136.05,16.19,88.84,1016.08,144.5,0.0,0.0,31-10-2024 09:40 ,8
604,0.87,1.66,3.9,50.24,0.67,153.64,16.77,86.01,1016.02,158.36,0.0,0.0,31-10-2024 09:50 ,8
605,0.82,1.31,3.6,57.48,0.78,161.68,17.08,82.72,1016.0,165.52,0.0,0.0,31-10-2024 10:00 ,8
606,0.87,1.25,3.87,52.63,1.11,154.33,17.22,76.45,1016.0,175.78,0.0,0.0,31-10-2024 10:10 ,8
607,0.94,2.1,4.16,43.02,0.74,17.42,16.98,83.33,1016.0,180.71,0.0,0.0,31-10-2024 10:20 ,8
608,0.8,1.8,4.29,45.15,0.88,334.26,17.13,81.23,1016.0,186.95,0.0,0.0,31-10-2024 10:30 ,8
609,0.7,4.39,6.96,43.5,0.82,336.75,16.48,79.25,1016.0,191.37,0.0,0.0,31-10-2024 10:40 ,8
610,0.79,1.16,1.95,52.61,0.75,345.67,17.33,76.98,1016.0,196.94,0.0,0.0,31-10-2024 10:50 ,8
611,0.69,0.38,2.43,51.0,0.91,352.56,17.07,78.33,1016.0,202.31,0.0,0.0,31-10-2024 11:00 ,8
612,1.01,0.56,2.35,50.3,1.3,28.39,16.56,80.32,1016.0,202.77,0.0,0.0,31-10-2024 11:10 ,8
613,0.89,0.99,1.94,53.87,0.97,284.77,16.33,82.23,1016.0,207.66,0.0,0.0,31-10-2024 11:20 ,8
614,0.88,1.24,2.06,57.11,0.98,289.24,16.03,78.01,1016.0,170.99,0.0,0.0,31-10-2024 11:30 ,8
615,1.09,1.14,2.45,53.96,1.14,270.51,15.83,79.44,1016.0,171.06,0.0,0.0,31-10-2024 11:40 ,8
616,0.82,1.32,1.82,59.38,0.87,242.95,16.18,78.79,1016.0,213.22,0.0,0.0,31-10-2024 11:50 ,8
617,0.9,1.22,1.97,57.08,1.26,276.29,16.31,75.02,1016.0,162.66,0.0,0.0,31-10-2024 12:00 ,8
618,0.88,1.36,1.46,60.3,1.16,271.99,15.86,80.79,1016.0,218.66,0.0,0.0,31-10-2024 12:10 ,8
619,0.93,0.88,1.79,64.28,1.77,258.5,15.85,78.01,1016.0,220.1,0.0,0.0,31-10-2024 12:20 ,8
620,0.96,1.07,2.05,59.35,1.21,271.71,16.71,74.46,1016.0,217.24,0.0,0.0,31-10-2024 12:30 ,8
621,0.84,1.25,2.22,59.45,1.06,287.0,16.72,77.11,1016.0,216.14,0.0,0.0,31-10-2024 12:40 ,8
622,0.94,1.48,2.38,63.13,0.74,283.53,17.72,71.81,1016.0,217.72,0.0,0.0,31-10-2024 12:50 ,8
623,0.9,1.83,1.81,60.83,1.41,20.57,17.4,73.64,1015.65,202.72,0.0,0.0,31-10-2024 13:00 ,8
624,0.86,1.24,1.79,61.02,0.93,296.71,16.5,81.63,1015.05,193.9,0.0,0.0,31-10-2024 13:10 ,8
625,0.83,1.34,1.51,58.93,0.7,37.95,17.33,82.8,1015.0,213.28,0.0,0.0,31-10-2024 13:20 ,8
626,0.86,1.12,1.39,60.3,0.84,323.64,17.78,80.47,1015.0,225.34,0.0,0.0,31-10-2024 13:30 ,8
627,0.89,1.26,1.54,57.94,1.07,308.29,18.32,80.19,1015.0,226.98,0.0,0.0,31-10-2024 13:40 ,8
628,0.85,1.25,2.02,66.71,0.56,245.88,18.78,72.44,1015.0,216.58,0.0,0.0,31-10-2024 13:50 ,8
629,1.0,1.11,1.57,65.79,0.77,170.48,20.15,63.89,1015.0,213.33,0.0,0.0,31-10-2024 14:00 ,8
630,0.87,2.94,1.0,66.77,0.87,121.76,20.34,64.67,1015.0,202.32,0.0,0.0,31-10-2024 14:10 ,8
631,1.03,1.39,3.77,63.08,0.81,100.99,20.32,66.89,1015.0,164.88,0.0,0.0,31-10-2024 14:20 ,8
632,0.9,0.55,3.48,60.82,0.62,101.11,20.02,67.22,1015.0,144.68,0.0,0.0,31-10-2024 14:30 ,8
633,0.83,0.73,3.18,59.51,0.63,69.38,19.87,67.03,1015.0,134.66,0.0,0.0,31-10-2024 14:40 ,8
634,0.72,0.96,2.61,65.27,0.57,190.04,20.22,63.63,1015.0,122.89,0.0,0.0,31-10-2024 14:50 ,8
635,0.67,0.87,2.0,66.83,0.45,340.45,20.13,63.56,1015.0,109.78,0.0,0.0,31-10-2024 15:00 ,8
636,,,,,,,,,,,,,,8
637,1.04,0.15,1.38,67.5,8.9,109.0,15.7,82.0,938.0,2.0,0.0,0.0,31-10-2024 00:10 ,5
638,0.94,0.15,1.39,67.64,8.8,107.0,15.7,82.0,939.0,2.0,0.0,0.0,31-10-2024 00:20 ,5
639,0.88,0.16,1.44,66.08,8.6,108.0,15.4,83.0,939.0,2.0,0.0,0.0,31-10-2024 00:30 ,5
640,1.03,0.17,1.44,65.59,9.1,108.0,15.3,84.0,938.0,2.0,0.0,0.0,31-10-2024 00:40 ,5
641,1.02,0.17,1.39,65.75,9.4,114.0,15.6,83.0,938.0,2.0,0.0,0.0,31-10-2024 00:50 ,5
642,0.98,0.13,1.34,65.38,9.4,115.0,15.7,82.0,938.0,2.0,0.0,0.0,31-10-2024 01:00 ,5
643,1.06,0.11,1.4,65.09,8.8,118.0,15.6,82.0,938.0,2.0,0.0,0.0,31-10-2024 01:10 ,5
644,1.0,0.16,1.38,63.96,9.4,116.0,15.4,83.0,938.0,2.0,0.0,0.0,31-10-2024 01:20 ,5
645,0.99,0.17,1.45,63.64,9.3,118.0,15.2,84.0,938.0,2.0,0.0,0.0,31-10-2024 01:30 ,5
646,1.02,0.14,1.43,64.47,9.0,120.0,15.3,84.0,938.0,2.0,0.0,0.0,31-10-2024 01:40 ,5
647,1.13,0.15,1.37,64.85,8.4,123.0,15.2,84.0,938.0,2.0,0.0,0.0,31-10-2024 01:50 ,5
648,1.21,0.13,1.44,64.34,8.1,120.0,15.1,84.0,938.0,2.0,0.0,0.0,31-10-2024 02:00 ,5
649,1.23,0.15,1.42,63.81,8.8,116.0,14.9,84.0,938.0,2.0,0.0,0.0,31-10-2024 02:10 ,5
650,1.13,0.14,1.39,63.11,8.5,117.0,14.8,85.0,938.0,2.0,0.0,0.0,31-10-2024 02:20 ,5
651,1.11,0.14,1.49,62.4,8.6,121.0,14.7,86.0,938.0,2.0,0.0,0.0,31-10-2024 02:30 ,5
652,1.16,0.16,1.39,63.9,8.5,121.0,15.0,85.0,938.0,2.0,0.0,0.0,31-10-2024 02:40 ,5
653,1.03,0.16,1.34,64.0,8.6,119.0,15.0,84.0,938.0,2.0,0.0,0.0,31-10-2024 02:50 ,5
654,1.07,0.14,1.44,63.99,8.1,118.0,14.9,84.0,938.0,2.0,0.0,0.0,31-10-2024 03:00 ,5
655,1.18,0.14,1.36,64.09,8.4,116.0,14.8,84.0,938.0,2.0,0.0,0.0,31-10-2024 03:10 ,5
656,1.28,0.11,1.41,64.68,8.0,115.0,15.0,83.0,938.0,2.0,0.0,0.0,31-10-2024 03:20 ,5
657,1.28,0.12,1.39,64.7,7.3,114.0,14.8,83.0,938.0,2.0,0.0,0.0,31-10-2024 03:30 ,5
658,1.26,0.13,1.45,63.41,6.9,109.0,14.5,84.0,938.0,2.0,0.0,0.0,31-10-2024 03:40 ,5
659,1.15,0.14,1.44,63.05,6.9,105.0,14.4,86.0,938.0,2.0,0.0,0.0,31-10-2024 03:50 ,5
660,0.98,0.14,1.53,60.37,6.2,98.0,13.8,89.0,938.0,2.0,0.0,0.0,31-10-2024 04:00 ,5
661,0.92,0.13,1.59,59.54,5.9,99.0,13.7,90.0,938.0,2.0,0.0,0.0,31-10-2024 04:10 ,5
662,1.09,0.1,1.57,59.2,5.5,98.0,13.4,91.0,938.0,2.0,0.0,0.0,31-10-2024 04:20 ,5
663,1.25,0.18,1.72,58.11,5.3,88.0,13.4,93.0,938.0,2.0,0.0,0.0,31-10-2024 04:30 ,5
664,1.18,0.15,1.67,59.01,5.9,88.0,13.6,93.0,938.0,2.0,0.0,0.0,31-10-2024 04:40 ,5
665,1.24,0.15,1.63,59.46,6.3,92.0,13.6,92.0,938.0,2.0,0.0,0.0,31-10-2024 04:50 ,5
666,1.26,0.17,1.62,58.72,8.7,104.0,13.4,93.0,938.0,2.0,0.0,0.0,31-10-2024 05:00 ,5
667,1.27,0.12,1.58,58.51,9.4,107.0,13.4,93.0,938.0,2.0,0.0,0.0,31-10-2024 05:10 ,5
668,1.37,0.17,1.61,57.94,10.1,109.0,13.3,93.0,937.0,2.0,0.0,0.0,31-10-2024 05:20 ,5
669,1.24,0.14,1.66,57.58,10.0,115.0,13.4,93.0,937.0,2.0,0.0,0.0,31-10-2024 05:30 ,5
670,1.11,0.17,1.73,56.94,10.4,116.0,13.4,93.0,938.0,2.0,0.0,0.0,31-10-2024 05:40 ,5
671,1.21,0.13,1.64,58.49,10.3,119.0,13.7,92.0,938.0,2.0,0.0,0.0,31-10-2024 05:50 ,5
672,1.27,0.15,1.57,59.94,10.0,118.0,13.8,90.0,938.0,2.0,0.0,0.0,31-10-2024 06:00 ,5
673,1.47,0.17,1.44,59.45,10.2,116.0,13.8,90.0,938.0,2.0,0.0,0.0,31-10-2024 06:10 ,5
674,1.61,0.15,1.55,59.59,10.6,118.0,13.9,90.0,938.0,2.0,0.0,0.0,31-10-2024 06:20 ,5
675,1.48,0.13,1.59,59.62,11.1,118.0,13.9,89.0,937.0,2.0,0.0,0.0,31-10-2024 06:30 ,5
676,1.53,0.12,1.58,59.06,10.8,121.0,13.9,89.0,938.0,2.0,0.0,0.0,31-10-2024 06:40 ,5
677,1.67,0.18,1.62,58.02,10.5,122.0,13.7,91.0,938.0,2.0,0.0,0.0,31-10-2024 06:50 ,5
678,2.47,0.17,3.38,56.11,10.1,122.0,13.5,92.0,938.0,2.0,0.0,0.0,31-10-2024 07:00 ,5
679,4.48,0.16,3.76,55.36,9.8,123.0,13.4,93.0,938.0,3.0,0.0,0.0,31-10-2024 07:10 ,5
680,5.4,0.22,4.33,54.4,10.0,122.0,13.5,93.0,938.0,4.0,0.0,0.0,31-10-2024 07:20 ,5
681,8.13,0.22,6.6,52.71,10.0,120.0,13.5,93.0,938.0,10.0,0.0,0.0,31-10-2024 07:30 ,5
682,10.34,0.32,5.41,53.03,10.4,119.0,13.5,93.0,938.0,18.0,0.0,0.0,31-10-2024 07:40 ,5
683,8.87,0.29,3.04,56.41,10.4,118.0,13.6,92.0,938.0,18.0,0.0,0.0,31-10-2024 07:50 ,5
684,6.91,0.32,4.37,55.05,9.8,121.0,13.7,91.0,939.0,18.0,0.0,0.0,31-10-2024 08:00 ,5
