,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion
685,9.05,0.55,4.29,54.88,9.6,123.0,13.7,91.0,939.0,17.0,0.0,0.0,31-10-2024 08:10 ,5
686,9.57,0.87,5.41,55.52,9.4,125.0,13.7,91.0,939.0,17.0,0.0,0.0,31-10-2024 08:20 ,5
687,6.88,0.2,1.84,57.69,9.2,127.0,13.6,91.0,939.0,20.0,0.0,0.0,31-10-2024 08:30 ,5
688,3.84,0.19,1.62,57.54,8.7,126.0,13.5,92.0,939.0,21.0,0.0,0.0,31-10-2024 08:40 ,5
689,2.58,0.17,1.72,56.87,8.7,126.0,13.4,93.0,939.0,24.0,0.0,0.0,31-10-2024 08:50 ,5
690,2.09,0.18,1.66,57.83,8.3,129.0,13.2,96.0,939.0,34.0,0.0,0.0,31-10-2024 09:00 ,5
691,1.79,0.17,1.66,57.97,8.6,125.0,13.0,99.0,939.0,41.0,0.1,0.0,31-10-2024 09:10 ,5
692,1.86,0.23,1.56,57.55,9.0,124.0,12.9,100.0,939.0,39.0,0.1,0.0,31-10-2024 09:20 ,5
693,1.88,0.19,1.71,57.76,9.6,127.0,12.8,100.0,939.0,39.0,0.3,0.0,31-10-2024 09:30 ,5
694,1.92,0.14,1.68,57.61,8.9,123.0,12.5,100.0,939.0,39.0,0.3,0.0,31-10-2024 09:40 ,5
695,1.86,0.18,1.75,58.43,8.8,119.0,12.5,100.0,939.0,62.0,0.2,0.0,31-10-2024 09:50 ,5
696,2.99,0.6,6.74,54.66,8.6,120.0,12.7,100.0,939.0,90.0,0.1,0.0,31-10-2024 10:00 ,5
697,8.26,0.89,8.04,53.38,8.3,121.0,12.9,100.0,939.0,166.0,0.1,0.0,31-10-2024 10:10 ,5
698,9.9,0.65,4.69,56.08,8.4,121.0,13.2,100.0,939.0,210.0,0.1,0.0,31-10-2024 10:20 ,5
699,12.05,1.42,9.01,51.48,8.1,117.0,13.5,100.0,939.0,174.0,0.0,0.0,31-10-2024 10:30 ,5
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 10:40 ,5
701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 10:50 ,5
702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:00 ,5
703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:10 ,5
704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:20 ,5
705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:30 ,5
706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:40 ,5
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 11:50 ,5
708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:00 ,5
709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:10 ,5
710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:20 ,5
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:30 ,5
712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:40 ,5
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 12:50 ,5
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 13:00 ,5
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 13:10 ,5
716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 13:20 ,5
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-10-2024 13:30 ,5
718,0.0,0.28,1.79,59.01,5.4,121.0,16.8,83.0,940.0,554.0,0.0,0.0,31-10-2024 13:40 ,5
719,0.0,0.34,2.0,58.41,5.3,117.0,17.0,82.0,940.0,385.0,0.0,0.0,31-10-2024 13:50 ,5
720,0.0,0.33,2.13,59.71,4.7,120.0,17.0,81.0,940.0,346.0,0.0,0.0,31-10-2024 14:00 ,5
721,0.0,0.31,2.08,60.41,4.3,131.0,17.0,80.0,940.0,357.0,0.0,0.0,31-10-2024 14:10 ,5
722,-4.05,0.34,2.05,59.81,4.2,127.0,17.2,80.0,940.0,371.0,0.0,0.0,31-10-2024 14:20 ,5
723,-61.39,0.84,2.84,59.43,3.7,129.0,17.2,80.0,940.0,403.0,0.0,0.0,31-10-2024 14:30 ,5
724,-10.17,0.44,2.49,59.14,3.1,129.0,17.5,81.0,940.0,387.0,0.0,0.0,31-10-2024 14:40 ,5
725,-9.4,0.3,2.44,58.94,4.5,118.0,16.9,82.0,940.0,171.0,0.0,0.0,31-10-2024 14:50 ,5
726,-10.1,0.28,2.61,57.59,4.5,122.0,16.3,86.0,940.0,95.0,0.0,0.0,31-10-2024 15:00 ,5
727,,,,,,,,,,,,,,5
728,0.61,0.06,3.66,53.7,0.0,13.0,12.08,100.0,953.0,2.0,0.0,22.82,31-10-2024 00:10 ,16
729,0.46,0.08,3.48,51.47,0.0,0.0,11.91,100.0,953.0,2.0,0.0,23.2,31-10-2024 00:20 ,16
730,0.64,0.09,3.58,51.44,0.0,11.0,11.93,100.0,953.0,2.0,0.0,23.2,31-10-2024 00:30 ,16
731,0.9,0.06,3.67,51.76,0.0,10.0,11.97,100.0,953.0,2.0,0.0,23.2,31-10-2024 00:40 ,16
732,0.91,0.05,3.54,51.54,0.0,14.0,11.92,100.0,953.0,2.0,0.0,23.2,31-10-2024 00:50 ,16
733,0.97,0.06,3.51,49.55,0.0,357.0,11.77,100.0,953.0,2.0,0.0,23.2,31-10-2024 01:00 ,16
734,0.85,0.04,3.54,48.33,0.0,5.0,11.59,100.0,953.0,2.0,0.0,21.4,31-10-2024 01:10 ,16
735,0.8,0.08,3.52,46.44,0.0,3.0,11.41,100.0,953.0,2.0,0.0,21.06,31-10-2024 01:20 ,16
736,0.84,0.04,3.48,44.89,0.0,356.0,11.35,100.0,953.0,2.0,0.0,21.06,31-10-2024 01:30 ,16
737,0.59,0.1,3.26,43.25,0.0,13.0,11.12,100.0,953.0,2.0,0.0,21.06,31-10-2024 01:40 ,16
738,0.36,0.04,3.37,43.66,0.0,17.0,11.15,100.0,953.0,2.0,0.0,21.06,31-10-2024 01:50 ,16
739,0.55,0.13,3.19,41.85,0.0,106.0,11.06,100.0,953.0,2.0,0.0,21.06,31-10-2024 02:00 ,16
740,1.07,0.08,3.36,44.54,0.0,345.0,11.04,100.0,953.0,2.0,0.0,8.72,31-10-2024 02:10 ,16
741,1.3,0.12,3.26,48.0,0.0,275.0,11.34,100.0,953.0,2.0,0.0,6.4,31-10-2024 02:20 ,16
742,1.3,0.08,3.09,49.45,0.0,283.0,11.34,100.0,953.0,2.0,0.0,6.4,31-10-2024 02:30 ,16
743,1.33,0.04,2.88,52.9,0.0,322.0,11.29,100.0,953.0,2.0,0.0,6.4,31-10-2024 02:40 ,16
744,1.21,0.06,2.8,56.66,0.0,333.0,11.26,100.0,953.0,2.0,0.0,6.43,31-10-2024 02:50 ,16
745,1.33,0.08,2.76,55.97,0.0,358.0,11.38,100.0,953.0,2.0,0.0,6.57,31-10-2024 03:00 ,16
746,1.28,0.05,2.93,53.75,0.0,9.0,11.41,100.0,953.0,2.0,0.0,26.53,31-10-2024 03:10 ,16
747,1.21,-0.01,2.96,53.57,0.0,17.0,11.43,100.0,953.0,2.0,0.0,30.23,31-10-2024 03:20 ,16
748,1.2,0.04,2.93,56.32,0.0,60.0,11.52,100.0,953.0,2.0,0.0,30.23,31-10-2024 03:30 ,16
749,0.93,0.09,2.71,52.51,0.0,104.0,11.34,100.0,952.0,2.0,0.0,30.23,31-10-2024 03:40 ,16
750,0.8,0.09,2.71,52.18,0.0,46.0,11.31,100.0,952.0,2.0,0.0,30.23,31-10-2024 03:50 ,16
751,0.79,0.04,2.9,48.64,0.0,193.0,11.14,100.0,952.0,2.0,0.0,30.23,31-10-2024 04:00 ,16
752,0.71,0.06,2.71,53.76,0.0,40.0,11.32,100.0,952.0,2.0,0.0,32.81,31-10-2024 04:10 ,16
753,0.61,0.13,2.64,52.61,0.0,26.0,11.24,100.0,952.0,2.0,0.0,33.29,31-10-2024 04:20 ,16
754,0.35,0.04,2.79,49.52,0.0,32.0,11.17,100.0,952.0,2.0,0.0,33.29,31-10-2024 04:30 ,16
755,0.19,0.14,2.58,39.56,0.0,2.0,10.78,100.0,952.0,2.0,0.0,33.29,31-10-2024 04:40 ,16
756,0.38,0.12,2.47,38.71,0.0,264.0,10.63,100.0,953.0,2.0,0.0,33.29,31-10-2024 04:50 ,16
757,0.74,0.07,2.37,35.35,0.0,243.0,10.12,100.0,953.0,2.0,0.0,33.29,31-10-2024 05:00 ,16
758,0.83,0.11,2.18,48.72,0.0,272.0,10.74,100.0,953.0,2.0,0.0,27.88,31-10-2024 05:10 ,16
759,0.87,0.04,2.18,53.27,0.0,310.0,10.81,100.0,952.0,2.0,0.0,26.87,31-10-2024 05:20 ,16
760,0.72,0.05,2.12,54.25,0.0,357.0,10.89,100.0,952.0,2.0,0.0,26.87,31-10-2024 05:30 ,16
761,0.68,0.06,2.08,48.74,0.0,331.0,10.65,100.0,953.0,2.0,0.0,26.87,31-10-2024 05:40 ,16
762,0.68,0.1,2.0,45.18,0.0,303.0,10.45,100.0,953.0,2.0,0.0,26.87,31-10-2024 05:50 ,16
763,0.66,0.05,1.96,55.44,0.0,17.0,11.03,100.0,953.0,2.0,0.0,26.87,31-10-2024 06:00 ,16
764,0.64,0.05,1.71,58.94,0.0,47.0,11.16,100.0,953.0,2.0,0.0,30.48,31-10-2024 06:10 ,16
765,0.93,0.1,1.97,53.83,0.0,11.0,11.03,100.0,953.0,2.0,0.0,31.15,31-10-2024 06:20 ,16
766,1.15,0.03,2.02,53.34,0.0,10.0,11.39,100.0,953.0,2.0,0.0,31.15,31-10-2024 06:30 ,16
767,1.07,0.12,1.83,52.52,0.0,4.0,11.84,100.0,953.0,2.0,0.0,31.15,31-10-2024 06:40 ,16
768,0.93,0.12,1.88,50.48,0.0,356.0,11.53,100.0,953.0,2.0,0.0,31.15,31-10-2024 06:50 ,16
769,0.92,0.09,1.92,42.43,0.0,10.0,10.94,100.0,953.0,1.0,0.0,31.15,31-10-2024 07:00 ,16
770,1.02,0.06,1.92,50.35,0.0,32.0,11.29,100.0,953.0,1.0,0.0,39.4,31-10-2024 07:10 ,16
771,1.15,0.1,1.83,44.05,0.0,101.0,11.24,100.0,953.0,3.0,0.0,40.93,31-10-2024 07:20 ,16
772,1.31,0.11,1.58,57.97,0.0,42.0,11.73,100.0,953.0,9.0,0.0,40.93,31-10-2024 07:30 ,16
773,1.48,0.14,1.69,56.22,0.03,46.0,11.81,100.0,953.0,18.0,0.0,40.93,31-10-2024 07:40 ,16
774,1.18,0.16,1.53,52.41,0.0,180.0,11.83,100.0,953.0,18.0,0.0,40.93,31-10-2024 07:50 ,16
775,0.83,0.14,1.42,61.66,0.0,66.0,13.19,100.0,953.0,19.0,0.0,40.93,31-10-2024 08:00 ,16
776,0.7,0.13,1.45,58.07,0.0,58.0,12.71,100.0,953.0,20.0,0.0,41.96,31-10-2024 08:10 ,16
777,0.86,0.19,1.68,52.79,0.0,40.0,12.35,100.0,954.0,18.0,0.0,42.15,31-10-2024 08:20 ,16
778,0.89,0.22,2.11,40.64,0.0,26.0,11.44,100.0,954.0,20.0,0.0,42.15,31-10-2024 08:30 ,16
779,1.04,0.32,1.9,33.36,0.0,62.0,11.77,100.0,954.0,29.0,0.0,42.15,31-10-2024 08:40 ,16
780,1.29,0.34,1.93,32.75,0.0,186.0,11.69,100.0,954.0,52.0,0.0,42.15,31-10-2024 08:50 ,16
781,1.52,0.31,1.71,40.21,0.0,65.0,11.71,100.0,954.0,72.0,0.0,42.15,31-10-2024 09:00 ,16
782,1.14,0.3,1.83,43.77,0.0,18.0,11.44,100.0,954.0,74.0,0.0,42.67,31-10-2024 09:10 ,16
783,0.88,0.33,1.89,42.63,0.01,26.0,11.46,100.0,954.0,67.0,0.0,42.77,31-10-2024 09:20 ,16
784,0.7,0.37,1.9,39.83,0.0,45.0,11.9,100.0,954.0,69.0,0.0,42.77,31-10-2024 09:30 ,16
785,0.36,0.4,1.52,34.41,0.0,56.0,12.03,100.0,954.0,82.0,0.0,42.77,31-10-2024 09:40 ,16
786,0.52,0.45,1.62,34.41,0.0,269.0,12.15,100.0,954.0,125.0,0.0,42.77,31-10-2024 09:50 ,16
787,0.73,0.39,1.68,44.8,0.0,328.0,12.74,98.0,954.0,135.0,0.0,42.77,31-10-2024 10:00 ,16
788,0.79,0.49,1.8,42.91,0.0,345.0,13.54,94.0,954.0,137.0,0.0,40.7,31-10-2024 10:10 ,16
789,0.58,0.67,1.64,32.18,0.0,116.0,14.08,93.0,954.0,141.0,0.0,40.32,31-10-2024 10:20 ,16
790,0.08,0.59,1.56,36.19,0.01,219.0,14.53,93.0,954.0,180.0,0.0,40.32,31-10-2024 10:30 ,16
791,-0.1,0.62,1.79,38.56,0.0,45.0,14.74,92.0,954.0,179.0,0.0,40.32,31-10-2024 10:40 ,16
792,0.04,0.65,1.85,41.43,0.01,136.0,14.97,87.0,954.0,216.0,0.0,40.32,31-10-2024 10:50 ,16
793,0.01,0.66,1.68,39.74,0.0,276.0,14.51,87.0,954.0,268.0,0.0,40.32,31-10-2024 11:00 ,16
794,-0.07,0.63,1.77,44.84,0.0,0.0,15.86,83.0,954.0,283.0,0.0,39.8,31-10-2024 11:10 ,16
795,0.2,0.49,1.99,54.25,0.0,18.0,16.11,81.0,954.0,146.0,0.0,39.71,31-10-2024 11:20 ,16
796,0.24,0.44,2.13,60.63,0.0,13.0,16.65,79.0,954.0,236.0,0.0,39.71,31-10-2024 11:30 ,16
797,0.25,0.37,1.96,64.22,0.0,42.0,16.97,73.0,954.0,151.0,0.0,39.71,31-10-2024 11:40 ,16
798,0.68,0.32,1.83,67.1,0.0,92.0,17.13,73.0,954.0,172.0,0.0,39.71,31-10-2024 11:50 ,16
799,0.88,0.4,1.85,60.7,0.04,147.0,17.14,76.0,954.0,186.0,0.0,39.71,31-10-2024 12:00 ,16
800,0.97,0.3,1.81,66.03,0.37,128.0,17.66,74.0,954.0,289.0,0.0,62.91,31-10-2024 12:10 ,16
801,0.74,0.4,1.82,65.56,0.81,188.0,18.32,70.0,954.0,271.0,0.0,67.22,31-10-2024 12:20 ,16
802,0.81,0.3,1.72,72.13,1.96,175.0,17.87,69.0,954.0,174.0,0.0,67.21,31-10-2024 12:30 ,16
803,0.98,0.21,1.56,79.5,3.02,166.0,18.08,66.0,954.0,146.0,0.0,67.22,31-10-2024 12:40 ,16
804,0.95,0.17,1.6,83.19,2.11,181.0,18.01,66.0,954.0,136.0,0.0,67.22,31-10-2024 12:50 ,16
805,1.05,0.2,1.78,85.62,2.39,181.0,18.16,64.0,954.0,150.0,0.0,67.22,31-10-2024 13:00 ,16
806,1.02,0.2,1.69,87.52,2.28,182.0,18.54,63.0,954.0,246.0,0.0,56.65,31-10-2024 13:10 ,16
807,0.87,0.22,1.6,88.3,2.99,177.0,19.58,61.0,953.0,317.0,0.0,54.68,31-10-2024 13:20 ,16
808,0.86,0.16,1.64,87.54,4.14,178.0,18.91,60.0,953.0,117.0,0.0,54.68,31-10-2024 13:30 ,16
809,0.98,0.17,1.57,89.84,5.24,179.0,18.52,61.0,953.0,102.0,0.0,54.68,31-10-2024 13:40 ,16
810,1.14,0.17,1.47,90.64,4.38,174.0,18.37,62.0,953.0,105.0,0.0,54.68,31-10-2024 13:50 ,16
811,1.09,0.14,1.39,90.55,5.36,176.0,18.45,61.0,953.0,139.0,0.0,54.68,31-10-2024 14:00 ,16
812,1.14,0.16,1.25,90.28,4.63,179.0,19.05,60.0,953.0,278.0,0.0,51.98,31-10-2024 14:10 ,16
813,1.29,0.16,1.31,93.07,5.42,171.0,19.25,57.0,953.0,276.0,0.0,51.39,31-10-2024 14:20 ,16
814,1.22,0.21,1.24,91.87,4.7,172.0,19.72,57.0,953.0,355.0,0.0,51.37,31-10-2024 14:30 ,16
815,0.84,0.13,1.3,89.53,2.48,176.0,19.83,56.0,953.0,236.0,0.0,51.38,31-10-2024 14:40 ,16
816,0.88,0.16,1.31,88.15,3.89,167.0,19.14,57.0,953.0,124.0,0.0,51.38,31-10-2024 14:50 ,16
817,0.88,0.13,1.17,89.26,3.19,175.0,18.75,58.0,953.0,105.0,0.0,51.36,31-10-2024 15:00 ,16
818,,,,,,,,,,,,,,16
819,1.28,0.13,1.69,52.27,3.34,203.62,10.91,93.34,902.0,0.0,0.0,47.0,31-10-2024 00:10 ,13
820,1.39,0.18,1.61,51.98,3.16,188.31,10.91,93.1,902.0,0.0,0.0,48.0,31-10-2024 00:20 ,13
821,1.3,0.1,1.83,51.47,2.96,177.61,10.81,93.05,902.0,0.0,0.0,48.0,31-10-2024 00:30 ,13
822,1.2,0.07,1.93,52.38,3.31,178.61,10.81,92.33,902.0,0.0,0.0,48.0,31-10-2024 00:40 ,13
823,1.26,0.11,1.9,52.35,2.7,196.83,10.65,92.89,902.0,0.0,0.0,48.0,31-10-2024 00:50 ,13
824,1.24,0.1,1.87,50.33,2.83,180.3,10.44,93.97,902.0,0.0,0.0,48.0,31-10-2024 01:00 ,13
825,1.27,0.09,1.81,51.31,2.98,172.03,10.51,94.64,902.0,0.0,0.0,64.0,31-10-2024 01:10 ,13
826,1.41,0.08,1.82,54.54,2.98,179.51,10.84,92.01,902.0,0.0,0.0,64.0,31-10-2024 01:20 ,13
827,1.38,0.14,1.75,56.67,3.07,181.73,11.08,89.57,902.0,0.0,0.0,64.0,31-10-2024 01:30 ,13
828,1.4,0.1,1.84,56.3,2.64,186.07,10.99,89.04,902.0,0.0,0.0,64.0,31-10-2024 01:40 ,13
829,1.26,0.12,1.77,55.37,2.84,162.06,10.97,89.03,902.0,0.0,0.0,64.0,31-10-2024 01:50 ,13
830,1.17,0.13,1.61,57.81,2.85,189.86,11.22,88.05,902.0,0.0,0.0,64.0,31-10-2024 02:00 ,13
831,1.26,0.15,1.67,59.25,3.15,180.94,11.43,86.72,902.0,0.0,0.0,54.0,31-10-2024 02:10 ,13
832,1.27,0.12,1.72,59.55,3.21,182.63,11.47,85.99,902.0,0.0,0.0,54.0,31-10-2024 02:20 ,13
833,1.22,0.15,1.76,58.84,3.0,184.51,11.41,86.0,902.0,0.0,0.0,54.0,31-10-2024 02:30 ,13
834,1.16,0.17,1.71,57.62,2.91,181.93,11.28,86.47,902.0,0.0,0.0,54.0,31-10-2024 02:40 ,13
835,1.29,0.18,1.7,59.25,2.65,185.36,11.32,86.51,902.0,0.0,0.0,54.0,31-10-2024 02:50 ,13
836,1.33,0.17,1.72,59.78,2.64,185.15,11.34,86.77,902.0,0.0,0.0,54.0,31-10-2024 03:00 ,13
837,1.44,0.17,1.78,60.79,3.01,190.34,11.35,87.09,902.0,0.0,0.0,45.0,31-10-2024 03:10 ,13
838,1.42,0.17,1.72,63.13,3.21,182.23,11.48,86.18,902.0,0.0,0.0,44.0,31-10-2024 03:20 ,13
839,1.32,0.19,1.64,63.44,3.05,187.16,11.51,86.02,902.0,0.0,0.0,44.0,31-10-2024 03:30 ,13
840,1.25,0.2,1.56,63.36,2.97,187.07,11.45,86.99,902.0,0.0,0.0,44.0,31-10-2024 03:40 ,13
841,1.33,0.18,1.57,63.68,3.06,183.37,11.36,88.6,902.0,0.0,0.0,44.0,31-10-2024 03:50 ,13
842,1.39,0.14,1.69,64.11,3.06,186.73,11.33,89.67,902.0,0.0,0.0,44.0,31-10-2024 04:00 ,13
843,1.46,0.13,1.71,63.55,3.04,180.15,11.25,90.66,902.0,0.0,0.0,39.0,31-10-2024 04:10 ,13
844,1.4,0.15,1.59,62.49,3.31,190.05,11.2,91.36,902.0,0.0,0.0,39.0,31-10-2024 04:20 ,13
845,1.33,0.13,1.59,61.42,3.07,177.97,11.09,92.15,902.0,0.0,0.0,39.0,31-10-2024 04:30 ,13
846,1.37,0.1,1.64,60.66,2.84,192.24,10.97,93.07,902.0,0.0,0.0,39.0,31-10-2024 04:40 ,13
847,1.44,0.14,1.66,59.7,3.09,183.6,10.87,93.9,902.0,0.0,0.0,39.0,31-10-2024 04:50 ,13
848,1.36,0.15,1.62,59.07,2.78,183.41,10.74,94.97,902.0,0.0,0.0,39.0,31-10-2024 05:00 ,13
849,1.38,0.15,1.59,57.97,2.77,183.38,10.71,95.94,902.0,0.0,0.0,44.0,31-10-2024 05:10 ,13
850,1.3,0.16,1.63,57.58,2.94,179.07,10.74,96.0,902.0,0.0,0.0,44.0,31-10-2024 05:20 ,13
851,1.17,0.18,1.56,57.12,3.29,184.46,10.81,95.8,902.0,0.0,0.0,44.0,31-10-2024 05:30 ,13
852,1.14,0.17,1.61,56.69,2.86,190.34,10.82,95.13,902.0,0.0,0.0,44.0,31-10-2024 05:40 ,13
853,1.21,0.17,1.69,56.33,3.0,205.03,10.79,95.13,902.0,0.0,0.0,44.0,31-10-2024 05:50 ,13
854,1.4,0.17,1.57,57.19,3.04,184.57,10.76,95.01,902.0,0.0,0.0,44.0,31-10-2024 06:00 ,13
855,1.37,0.17,1.51,57.78,3.21,185.71,10.81,94.62,902.0,0.0,0.0,65.0,31-10-2024 06:10 ,13
856,1.11,0.18,1.41,58.14,2.87,183.86,10.87,94.03,902.0,0.0,0.0,65.0,31-10-2024 06:20 ,13
857,1.15,0.12,1.34,58.71,2.93,179.49,10.86,93.86,902.0,0.0,0.0,65.0,31-10-2024 06:30 ,13
858,1.23,0.11,1.32,59.31,3.12,183.27,10.86,93.35,902.0,0.0,0.0,65.0,31-10-2024 06:40 ,13
859,1.1,0.14,1.27,59.42,2.83,183.51,10.82,92.6,902.0,0.0,0.0,65.0,31-10-2024 06:50 ,13
860,1.13,0.14,1.23,59.63,2.88,184.59,10.73,92.06,902.01,0.0,0.0,65.0,31-10-2024 07:00 ,13
861,1.3,0.12,1.21,58.88,2.68,177.3,10.57,92.72,902.3,0.0,0.0,73.0,31-10-2024 07:10 ,13
862,1.33,0.14,1.25,59.05,3.07,185.69,10.58,93.0,903.0,0.0,0.0,74.0,31-10-2024 07:20 ,13
863,1.36,0.17,1.41,59.1,3.05,181.61,10.62,92.32,903.0,0.0,0.0,74.0,31-10-2024 07:30 ,13
864,1.21,0.18,1.41,59.5,3.06,188.85,10.68,91.91,903.0,0.0,0.0,74.0,31-10-2024 07:40 ,13
865,1.27,0.2,1.41,58.81,2.34,197.18,10.66,91.53,903.0,0.0,0.0,74.0,31-10-2024 07:50 ,13
866,1.4,0.22,1.42,58.27,2.67,180.08,10.67,91.46,903.0,0.0,0.0,74.0,31-10-2024 08:00 ,13
867,1.3,0.2,1.44,57.42,3.18,183.75,10.79,91.11,903.0,0.0,0.0,89.0,31-10-2024 08:10 ,13
868,1.05,0.22,1.41,58.5,2.76,180.87,11.01,90.36,903.0,2.92,0.0,89.0,31-10-2024 08:20 ,13
869,0.96,0.22,1.45,58.99,2.84,186.02,11.23,89.36,903.0,26.28,0.0,89.0,31-10-2024 08:30 ,13
870,0.96,0.22,1.47,57.5,2.48,183.57,11.39,88.21,903.0,35.1,0.0,89.0,31-10-2024 08:40 ,13
871,1.12,0.28,1.41,58.07,2.73,191.61,11.64,87.33,903.0,131.64,0.0,89.0,31-10-2024 08:50 ,13
872,1.23,0.42,1.56,58.15,2.76,184.72,12.47,83.66,903.0,203.01,0.0,89.0,31-10-2024 09:00 ,13
873,1.26,0.36,1.47,60.77,3.4,182.39,12.49,80.85,903.0,76.85,0.0,92.0,31-10-2024 09:10 ,13
874,1.33,0.31,1.25,63.0,2.8,187.26,12.95,79.66,903.32,131.95,0.0,92.0,31-10-2024 09:20 ,13
875,1.29,0.31,1.15,62.26,2.03,176.74,12.99,79.18,903.94,35.89,0.27,92.0,31-10-2024 09:30 ,13
876,1.24,0.28,1.03,63.83,2.22,182.54,13.27,78.62,904.0,92.28,0.0,92.0,31-10-2024 09:40 ,13
877,1.25,0.28,1.04,62.68,2.48,178.05,13.69,78.27,904.0,214.76,0.0,92.0,31-10-2024 09:50 ,13
878,1.42,0.25,1.05,64.11,3.28,189.25,14.08,75.85,904.0,177.76,0.0,92.0,31-10-2024 10:00 ,13
879,1.44,0.29,0.95,65.14,2.78,207.42,14.55,73.85,904.0,286.79,0.0,53.0,31-10-2024 10:10 ,13
880,1.34,0.29,0.97,68.63,3.38,190.01,14.83,70.85,904.0,291.95,0.0,52.0,31-10-2024 10:20 ,13
881,1.26,0.33,1.05,66.9,3.01,190.07,15.66,69.0,904.0,632.21,0.0,52.0,31-10-2024 10:30 ,13
882,1.25,0.39,1.13,66.73,3.29,185.87,15.61,66.02,904.0,391.27,0.0,52.0,31-10-2024 10:40 ,13
883,1.32,0.36,1.33,67.64,3.2,190.3,15.28,67.32,904.0,277.4,0.0,52.0,31-10-2024 10:50 ,13
884,1.36,0.36,1.43,67.01,2.65,199.33,15.2,68.74,904.0,266.45,0.0,52.0,31-10-2024 11:00 ,13
885,1.39,0.38,1.41,68.42,2.63,190.06,15.25,68.04,904.0,243.18,0.0,34.0,31-10-2024 11:10 ,13
886,1.35,0.38,1.39,66.0,2.09,184.48,15.31,69.27,904.0,286.74,0.0,34.0,31-10-2024 11:20 ,13
887,1.22,0.36,1.55,65.83,2.92,191.14,14.94,69.64,904.0,169.76,0.0,34.0,31-10-2024 11:30 ,13
888,1.13,0.37,1.47,66.0,3.02,202.44,14.97,70.43,904.0,198.31,0.0,34.0,31-10-2024 11:40 ,13
889,1.18,0.44,1.48,66.78,2.16,195.35,15.14,70.49,904.0,125.57,0.0,34.0,31-10-2024 11:50 ,13
890,1.32,0.73,2.09,66.27,3.43,201.21,15.02,70.53,904.0,150.18,0.0,34.0,31-10-2024 12:00 ,13
891,1.3,0.33,1.58,65.65,2.04,196.71,15.34,70.98,904.0,271.39,0.0,37.0,31-10-2024 12:10 ,13
892,1.11,0.37,1.25,70.66,2.46,206.79,16.14,67.11,904.0,450.38,0.0,37.0,31-10-2024 12:20 ,13
893,1.06,0.32,1.32,69.41,3.28,207.44,15.7,65.14,904.0,234.69,0.0,37.0,31-10-2024 12:30 ,13
894,1.24,0.32,1.38,70.52,2.69,198.26,15.88,65.45,904.0,463.69,0.0,37.0,31-10-2024 12:40 ,13
895,1.3,0.32,1.2,71.09,2.42,196.23,16.21,63.54,904.0,340.56,0.0,37.0,31-10-2024 12:50 ,13
896,1.12,0.28,1.21,70.16,1.74,189.0,16.75,62.36,904.0,475.49,0.0,37.0,31-10-2024 13:00 ,13
897,0.93,0.24,1.14,71.72,2.92,203.54,16.12,61.11,904.0,180.1,0.0,35.0,31-10-2024 13:10 ,13
898,1.02,0.19,0.96,74.57,3.7,205.57,15.87,62.14,904.0,200.05,0.0,35.0,31-10-2024 13:20 ,13
899,1.19,0.19,0.88,75.98,3.66,203.9,15.71,62.81,903.99,196.06,0.0,35.0,31-10-2024 13:30 ,13
