,capital,latitud_dec,altitud,num_hab,zona_comarcal,longitud_dec
4590,Navalperal de Tormes,40.35287936,1301.0,101,670502,-5.30007964
4591,Navalpino,39.22492201,618.0,241,681301,-4.59130446
4592,"Navalucillos, Los",39.66669754,745.0,2426,684503,-4.64187912
4593,Navaluenga,40.41273328,763.0,2027,670503,-4.70814773
4594,Navalvillar de Ibor,39.58554627,663.0,455,701004,-5.41368990
4595,Navalvillar de Pela,39.09085587,348.0,4714,700602,-5.46977095
4596,Navamorales,40.47715377,992.0,78,673701,-5.47787229
4597,Navamorcuende,40.15769695,770.0,672,684501,-4.78519646
4598,Navaquesera,40.42502608,1509.0,28,670502,-4.90876440
4599,Navarcles,41.75211432,261.0,6003,690802,1.90480876
4600,Navardún,42.51281379,494.0,43,625001,-1.14599252
4601,Navares de Ayuso,41.37274953,1011.0,60,674001,-3.70667302
4602,Navares de Enmedio,41.38095278,1037.0,100,674001,-3.72311021
4603,Navares de las Cuevas,41.41397526,1117.0,23,674001,-3.75114037
4604,Navaridas,42.54505940,535.0,214,750103,-2.62479544
4605,Navarredonda de Gredos,40.36211331,1523.0,492,670502,-5.13611924
4606,Navarredonda de la Rinconada,40.60624831,1023.0,194,673702,-6.01262484
4607,Navarredonda,40.99082533,1223.0,129,722801,-3.72631512
4608,Navarredondilla,40.45356275,1132.0,231,670502,-4.82124612
4609,Navarrete,42.42953238,519.0,2955,762601,-2.56153157
4610,Navarrevisca,40.36422772,1129.0,295,670502,-4.89511844
4611,Navarrés,39.10145536,278.0,3169,774603,-0.69276472
4612,Navas de Bureba,42.68234502,765.0,35,670902,-3.32720516
4613,Navas de Estena,39.49526795,666.0,279,681301,-4.52069918
4614,"Navas de Jadraque, Las",41.10489096,1163.0,24,681901,-3.08805372
4615,Navas de Jorquera,39.28099513,708.0,520,680201,-1.71894850
4616,Navas de Oro,41.19606273,807.0,1402,674001,-4.43738529
4617,Navas de Riofrío,40.86820359,1104.0,422,674002,-4.13527363
4618,Navas de San Antonio,40.76157217,1159.0,408,674002,-4.32941439
4619,Navas de San Juan,38.18386443,654.0,4790,612301,-3.31556715
4620,"Navas de la Concepción, Las",37.93337755,431.0,1684,614101,-5.46503688
4621,Navas del Madroño,39.62407821,427.0,1377,701003,-6.65012165
4622,"Navas del Marqués, Las",40.60304637,1296.0,5520,670502,-4.32600955
4623,Navas del Rey,40.38256979,711.0,2640,722803,-4.25227922
4624,Navascués/Nabaskoze,42.71754642,644.0,158,743102,-1.11395116
4625,Navasfrías,40.29512588,886.0,486,673701,-6.81859135
4626,Navata,42.22393632,148.0,1262,691703,2.86163363
4627,Navatalgordo,40.41539353,1262.0,233,670502,-4.86979955
4628,Navatejares,40.33578195,1043.0,49,670502,-5.53085021
4629,Navezuelas,39.51088764,933.0,660,701004,-5.43922555
4630,Navia,43.53906309,14.0,8772,633301,-6.72264777
4631,"Proba, A",42.96405553,293.0,1254,712703,-7.00611959
4632,Navianos de Valverde,41.95338141,706.0,204,674902,-5.81859497
4633,Navàs,41.90084950,370.0,6117,690802,1.87846147
4634,Navès,41.99161100,608.0,280,692503,1.63504981
4635,Nazar,42.63629664,743.0,45,743102,-2.28051155
4636,Nebreda,41.96892176,915.0,71,670904,-3.63474660
4637,Neda,43.50158285,7.0,5327,711501,-8.16054529
4638,Negredo,41.02683680,987.0,23,681901,-2.85937293
4639,Negreira,42.90456948,184.0,7009,711503,-8.74331010
4640,Negrilla de Palencia,41.09181684,821.0,113,673701,-5.59279697
4641,Negueira,43.13459668,365.0,211,712703,-6.89404806
4642,Neila,42.06026327,1175.0,175,670905,-2.99647104
4643,Neila de San Miguel,40.42461504,1164.0,79,670502,-5.65100832
4644,Nepas,41.52620694,1048.0,65,674202,-2.39815474
4645,Nerja,36.74484684,20.0,20649,612904,-3.87667655
4646,Nerpio,38.14824043,1085.0,1384,680202,-2.30224029
4647,Nerva,37.69483130,335.0,5547,612101,-6.54697840
4648,Nestares,42.27015415,866.0,78,762602,-2.61993696
4649,Laroles,37.00864688,1015.0,1149,611803,-3.01569195
4650,"Neves, As",42.08885792,176.0,4121,713603,-8.41486610
4651,Niebla,37.36154941,43.0,4004,612102,-6.67961259
4652,Nieva,41.08016976,840.0,319,674001,-4.42652313
4653,Nieva de Cameros,42.21896430,1017.0,89,762602,-2.66665054
4654,Nigrán,42.13995906,39.0,17715,713601,-8.79819259
4655,Nigüelas,36.97792340,935.0,1219,611803,-3.53885018
4656,Nigüella,41.53516008,481.0,80,625002,-1.52492869
4657,Niharra,40.58858781,1088.0,154,670502,-4.83946125
4658,Noalejo,37.52893667,1084.0,2002,612304,-3.65363388
4659,Noblejas,39.98028083,732.0,3589,684504,-3.44291095
4660,Noceda,42.71145948,831.0,730,672402,-6.39836909
4661,Noez,39.74051400,755.0,949,684503,-4.18410869
4662,"Nogais, As",42.81072777,524.0,1228,712703,-7.10907326
4663,Nogal de las Huertas,42.39331412,858.0,47,673402,-4.64124318
4664,Nogales,38.58668872,372.0,699,700603,-6.74935083
4665,Luíntra,42.41004315,640.0,2198,713202,-7.72465386
4666,Noguera de Albarracín,40.46053596,1384.0,137,624401,-1.59724089
4667,Nogueras,41.13509278,860.0,30,624401,-1.06681882
4668,Nogueruelas,40.23674705,1141.0,214,624402,-0.63696081
4669,Noia,42.78234764,9.0,14571,711504,-8.88878743
4670,Noja,43.48016783,22.0,2551,663901,-3.52017365
4671,Nolay,41.52716208,1078.0,58,674202,-2.35187864
4672,Nombela,40.15626779,493.0,986,684501,-4.50323098
4673,Nombrevilla,41.10695544,907.0,37,625002,-1.35884061
4674,Nonaspe,41.20957290,176.0,1016,625003,0.24619243
4675,Noreña,43.39417226,206.0,5422,633304,-5.70756578
4676,"Nou de Berguedà, La",42.16597575,872.0,150,690801,1.88524252
4677,"Nou de Gaià, La",41.18367426,98.0,548,694303,1.37403470
4678,Novales,42.03197393,455.0,176,622202,-0.28613293
4679,Novallas,41.94692656,424.0,931,625002,-1.69258601
4680,Novelda,38.38606382,241.0,26292,770303,-0.76539782
4681,Novelé/Novetlè,38.98087357,129.0,876,774603,-0.54603503
4682,Noviercas,41.71204053,1094.0,166,674201,-2.03693634
4683,Novillas,41.93464275,238.0,586,625002,-1.39395104
4684,Novés,40.04687899,564.0,2746,684502,-4.27230437
4685,Noáin/Noain,42.73342707,490.0,7837,743102,-1.56130558
4686,"Nucia, la",38.61761623,216.0,20029,770303,-0.12289748
4687,Nueno,42.26600664,727.0,558,622202,-0.43992782
4688,Nueva Carteya,37.58553839,450.0,5540,611403,-4.46660548
4689,Nueva Villa de las Torres,41.26801712,742.0,318,674701,-5.05677471
4690,Nuevo Baztán,40.36614888,833.0,5959,722803,-3.24313128
4691,Nuez de Ebro,41.59199889,179.0,843,625003,-0.68314405
4692,Nules,39.85312121,13.0,13456,771204,-0.15473206
4693,Nulles,41.24953030,232.0,453,694302,1.29508789
4694,Numancia de la Sagra,40.07640596,528.0,4801,684502,-3.85468482
4695,Nuévalos,41.21288045,701.0,332,625002,-1.78906354
4696,Nuño Gómez,40.11333017,466.0,153,684501,-4.62021037
4697,Nuñomoral,40.40908172,475.0,1393,701001,-6.24440097
4698,Nájera,42.41601826,491.0,8268,762601,-2.73573434
4699,Náquera,39.65820571,222.0,6129,774602,-0.42519631
4700,Níjar,36.96580749,357.0,28627,610404,-2.20611069
4701,Nívar,37.25855855,1042.0,920,611801,-3.57935526
4702,Obanos,42.67949847,412.0,919,743102,-1.78621093
4703,Obejo,38.13442999,702.0,2012,611401,-4.80059964
4704,Obón,40.90576376,680.0,42,624402,-0.72313996
4705,Ocaña,39.96022886,733.0,11093,684504,-3.49957848
4706,Ocentejo,40.77221246,860.0,21,681903,-2.39754099
4707,Ochagavía/Otsagabia,42.90487815,754.0,584,743103,-1.09027535
4708,Ochánduri,42.52520778,551.0,95,762601,-3.00434850
4709,Oco,42.63900595,500.0,66,743102,-2.16503145
4710,"Molinos de Ocón, Los",42.29909451,898.0,293,762601,-2.24330533
4711,Ripa/Erripa,42.94006325,528.0,364,743102,-1.63892083
4712,Cambrils,42.13280798,1290.0,267,692502,1.45499375
4713,Odón,40.88439063,1089.0,237,624401,-1.56817037
4714,Oencia,42.54679853,848.0,329,672402,-6.97061043
4715,Ogassa,42.26562673,942.0,245,691701,2.27777937
4716,Ogíjares,37.11925921,720.0,13681,611801,-3.60924803
4717,Ohanes,37.03829786,961.0,696,610403,-2.74552024
4718,"Arrabal, O",42.00115844,54.0,3042,713601,-8.87393085
4719,Oiartzun,43.29982008,84.0,9970,752001,-1.86089842
4720,Oiz,43.10937804,192.0,140,743101,-1.68714794
4721,Ojacastro,42.34666356,793.0,190,762602,-3.00530987
4722,Ojos Negros,40.73843084,1160.0,421,624401,-1.50002306
4723,Ojos-Albos,40.70646053,1225.0,64,670502,-4.51642844
4724,Ojén,36.56395395,306.0,3326,612903,-4.85596352
4725,Ojós,38.14769578,132.0,518,733003,-1.34177321
4726,Eskauriatza,43.17025980,277.0,1158,750101,-2.99453469
4727,Olaberria,43.02718641,321.0,957,752002,-2.20409984
4728,Olave/Olabe,42.88494530,480.0,289,743102,-1.60322703
4729,Olazti/Olazagutía,42.87496609,548.0,1552,743102,-2.19787261
4730,Olba,40.13218440,653.0,263,624402,-0.62570798
4731,Olea de Boedo,42.60864313,943.0,37,673402,-4.44894501
4732,"Real, O",43.33490938,105.0,34563,711501,-8.31320534
4733,Olejua,42.62312179,582.0,52,743102,-2.14094079
4734,Olesa de Bonesvalls,41.35335407,276.0,1735,690803,1.84885488
4735,Olesa de Montserrat,41.54584016,125.0,23543,690803,1.89387309
4736,Oliana,42.06520602,476.0,1870,692503,1.31468975
4737,Oliete,40.99800975,543.0,422,624403,-0.67457491
4738,Oliola,41.87672873,450.0,235,692503,1.17484751
4739,Olite/Erriberri,42.48010316,391.0,3886,743102,-1.65145411
4740,"Pi de Sant Just, El",42.01048028,564.0,902,692503,1.56425295
4741,Oliva,38.92087548,15.0,26782,774604,-0.12065520
4742,Oliva de Mérida,38.79042647,323.0,1795,700603,-6.12361415
4743,Oliva de Plasencia,40.11356707,414.0,264,701001,-6.08604846
4744,Oliva de la Frontera,38.27789887,378.0,5461,700604,-6.91844655
4745,"Oliva, La",28.60953732,221.0,24307,659201,-13.92631762
4746,"Olivar, El",40.60626882,1038.0,89,681903,-2.74958909
4747,Olivares,37.41836650,170.0,9564,614102,-6.15621373
4748,Olivares de Duero,41.63834899,743.0,328,674701,-4.36692260
4749,Olivares de Júcar,39.76034602,906.0,355,681603,-2.35141426
4750,Olivella,41.31036088,209.0,3609,690804,1.81063174
4751,Olivenza,38.68566049,267.0,12104,700601,-7.09959828
4752,Ollauri,42.54147700,507.0,293,762601,-2.83445823
4753,"Olleria, l'",38.91173101,250.0,8379,774603,-0.54678215
4754,Ollo,42.86657334,506.0,407,743102,-1.85875320
4755,Olmeda de Cobeta,40.85938169,1143.0,68,681901,-2.18300139
4756,"Olmeda de Jadraque, La",41.12585458,995.0,15,681901,-2.74062564
4757,Olmeda de la Cuesta,40.31087131,897.0,34,681601,-2.47562983
4758,Olmeda de las Fuentes,40.36970541,794.0,334,722803,-3.22157675
4759,Olmeda del Rey,39.80837829,938.0,136,681603,-2.08303917
4760,Olmedilla de Alarcón,39.61473083,822.0,163,681603,-2.10451933
4761,Olmedilla de Eliz,40.30256183,869.0,21,681601,-2.42030612
4762,Olmedillo de Roa,41.78357017,840.0,204,670904,-3.93363431
4763,Olmedo,41.28888076,769.0,3759,674701,-4.68473481
4764,Olmedo de Camaces,40.87900458,711.0,126,673701,-6.62389242
4765,Olmillos de Castro,41.73148504,765.0,252,674902,-5.96852785
4766,Olmillos de Muñó,42.20232284,810.0,38,670904,-3.94007202
4767,Olmos de Esgueva,41.68761023,737.0,230,674701,-4.52082762
4768,Olmos de Ojeda,42.72225097,931.0,214,673402,-4.42498388
4769,Olmos de Peñafiel,41.57240222,785.0,64,674701,-4.04197372
4770,"Olmos, Los",40.87693682,871.0,130,624403,-0.48593766
4771,Olocau,39.69987774,274.0,1628,774602,-0.53078642
4772,Olocau del Rey,40.63795208,1042.0,118,771201,-0.34002560
4773,Olombrada,41.41523482,872.0,638,674001,-4.16122166
4774,Olost,41.98591725,568.0,1186,690802,2.09617479
4775,Olot,42.18183793,438.0,33913,691702,2.48816559
4776,"Oluges, Les",41.69770675,528.0,158,692503,1.31885067
4777,Olula de Castro,37.17517469,1005.0,169,610402,-2.47387144
4778,Olula del Río,37.35317390,485.0,6387,610401,-2.29735506
4779,Olvan,42.05763181,558.0,876,690802,1.90522095
4780,Olvena,42.10727484,528.0,57,622202,0.26037463
4781,Olvera,36.93513981,621.0,8351,611101,-5.26815266
4782,Olvés,41.23983271,803.0,106,625002,-1.64686933
4783,Sant Miquel d'Olèrdola,41.31989266,189.0,3579,690804,1.72101622
4784,Olías del Rey,39.94643646,586.0,7152,684502,-3.98707350
4785,Olóriz/Oloritz,42.63538178,597.0,191,743102,-1.61272080
4786,"Omañas, Las",42.68243675,934.0,302,672401,-5.86965087
4787,"Omellons, Els",41.50184235,385.0,232,692503,0.95910584
4788,"Omells de na Gaia, Els",41.50021668,563.0,141,692503,1.07477992
4789,Oncala,41.97010146,1292.0,84,674201,-2.31345361
4790,Onda,39.96420713,190.0,25228,771204,-0.26316353
4791,Ondara,38.82692459,36.0,6632,770301,0.01764367
4792,Ondarroa,43.32083031,6.0,8575,754801,-2.42042611
4793,Onil,38.62952092,701.0,7565,770302,-0.67404630
4794,Ontinyent,38.82288129,353.0,36180,774603,-0.60649062
4795,Ontiñena,41.67618570,212.0,570,622203,0.08917584
4796,Ontur,38.61472661,653.0,2169,680203,-1.49888166
4797,Ontígola,40.00342662,607.0,4046,684504,-3.57252958
4798,Onzonilla,42.52542763,805.0,1798,672403,-5.58049158
4799,Benia de Onís,43.33683767,207.0,764,633305,-4.96755192
4800,Oquillas,41.83080951,912.0,63,670904,-3.70604904
4801,Orba,38.78039233,154.0,2216,770301,-0.06371253
4802,"Orbada, La",41.10215592,816.0,208,673701,-5.48291835
4803,Orbaizeta,42.97432279,762.0,208,743103,-1.22960344
4804,Orbaneja Riopico,42.36115201,927.0,246,670904,-3.58521920
4805,Orbara,42.96682069,764.0,41,743103,-1.24178608
4806,Orbita,40.99838127,865.0,80,670501,-4.64724662
4807,Orcajo,41.11004396,928.0,57,625002,-1.48978139
4808,Orce,37.72200758,927.0,1264,611802,-2.47903387
4809,Orcera,38.31772994,795.0,1927,612302,-2.65920392
4810,Ordes,43.07701409,290.0,12844,711503,-8.40702874
4811,"Ordial, El",41.12849435,1236.0,33,681901,-3.11598625
4812,Ordis,42.21855906,97.0,380,691703,2.90721431
4813,Ordizia,43.05312883,153.0,9803,752002,-2.17981927
4814,Orea,40.55781919,1502.0,218,681902,-1.72702582
4815,"Arenal, El",41.16467932,1076.0,72,674002,-3.78046348
4816,Orellana de la Sierra,39.03106626,407.0,258,700601,-5.49739764
4817,Orellana la Vieja,39.00463934,359.0,2842,700601,-5.53341769
4818,Orendain,43.07919453,388.0,193,752002,-2.11313581
4819,Orera,41.29866756,738.0,131,625002,-1.48003744
4820,Orexa,43.09411875,417.0,123,752002,-2.01155121
4821,Organyà,42.21117164,560.0,841,692502,1.32853817
4822,Orgaz,39.64734513,742.0,2727,684504,-3.87453461
4823,Oria,37.48360163,1022.0,2495,610401,-2.29602131
4824,Orihuela,38.08574117,25.0,83417,770303,-0.94664572
4825,Orihuela del Tremedal,40.55044776,1455.0,539,624401,-1.64989242
4826,Orio,43.27641833,14.0,5694,752001,-2.12752351
4827,Oristà,41.93204914,467.0,557,690802,2.06026698
4828,Orkoien,42.82369778,446.0,3743,743102,-1.70467914
4829,Ormaiztegi,43.04283345,196.0,1305,752002,-2.25423319
4830,Oronz/Orontze,42.86918072,720.0,46,743103,-1.09714335
4831,Oropesa,39.91910626,422.0,2818,684502,-5.17249007
4832,Oropesa del Mar/Orpesa,40.09236670,35.0,9625,771204,0.13408474
4833,Sigüeiro,42.99384260,264.0,7400,711503,-8.43544156
4834,"Orotava, La",28.38932905,370.0,41179,659601,-16.52364703
4835,Oroz-Betelu/Orotz-Betelu,42.89495184,597.0,156,743103,-1.30372109
4836,Zubiaur,43.10796589,156.0,2610,754802,-2.91155757
4837,Can Bou,41.51914969,469.0,131,690803,1.57520172
4838,Orreaga/Roncesvalles,43.00984738,944.0,33,743103,-1.31912380
4839,Orrios,40.58639845,1049.0,140,624401,-0.98776593
4840,Ortigosa de Cameros,42.17619870,1047.0,264,762602,-2.70465368
4841,Ortigosa de Pestaño,41.08714401,860.0,82,674001,-4.39395720
4842,Ortigosa del Monte,40.84361797,1094.0,587,674002,-4.17597996
4843,Ortigueira,43.68328768,10.0,5997,711501,-7.85266346
4844,Ortuella,43.31042184,65.0,8410,754802,-3.05702626
4845,Orusco de Tajuña,40.28426621,646.0,1283,722803,-3.20935902
4846,Orxeta,38.56400384,176.0,875,770303,-0.26185980
4847,Orés,42.27912614,648.0,110,625001,-0.99972178
4848,Can Branques,42.05981740,709.0,303,690802,2.22050814
4849,Orísoain,42.60181865,580.0,94,743102,-1.60456786
4850,Os de Balaguer,41.87163784,466.0,1008,692503,0.71839622
4851,Osa de la Vega,39.66128130,764.0,565,681603,-2.76219465
4852,Oseja,41.59563172,826.0,48,625002,-1.70012443
4853,Oseja de Sajambre,43.13564183,740.0,284,672401,-5.03846461
4854,Osera de Ebro,41.53436117,174.0,424,625003,-0.58064613
4855,"Oso, El",40.84284248,893.0,187,670501,-4.77127014
4856,Osor,41.94522217,342.0,452,691702,2.55670401
4857,Osornillo,42.36950031,821.0,66,673402,-4.29212296
4858,Osorno,42.40979283,808.0,1350,673402,-4.36133324
4859,Ossa de Montiel,38.96201035,898.0,2530,680201,-2.74272664
4860,Osso de Cinca,41.66525487,165.0,771,622203,0.19127480
4861,Ossó de Sió,41.75462412,386.0,211,692503,1.15876562
4862,Osuna,37.23757134,322.0,17818,614102,-5.10120623
4863,Oteiza,42.61974125,510.0,944,743102,-1.95341288
4864,Otero,40.00067014,462.0,388,684502,-4.51508883
4865,Otero de Bodas,41.93747916,835.0,193,674902,-6.14946471
4866,Otero de Herreros,40.81947089,1139.0,982,674002,-4.21045089
4867,Otos,38.85350908,327.0,462,774603,-0.44429964
4868,Otxandio,43.04002109,560.0,1297,754802,-2.65479240
4869,Otívar,36.81568141,286.0,1108,611804,-3.68136529
4870,Ourense,42.33654919,138.0,106905,713202,-7.86368375
4871,Ourol,43.56452281,276.0,1090,712701,-7.64236149
4872,Outeiro de Rei,43.10202688,413.0,5083,712702,-7.61538871
4873,"Serra de Outes, A",42.84210923,19.0,6804,711504,-8.91097726
4874,Oviedo,43.36232165,231.0,223765,633304,-5.84372206
4875,Oion,42.50626162,433.0,3298,750103,-2.43775585
4876,Oza,43.22130007,188.0,5275,711501,-8.17713051
4877,Oímbra,41.88702163,432.0,2020,713203,-7.47288206
4878,Oña,42.73430475,600.0,1109,670902,-3.41176884
4879,Oñati,43.03296225,235.0,11282,752002,-2.41454440
4880,Pacs del Penedès,41.36067132,204.0,892,690803,1.66960999
4881,"Consistorio, O",43.28507519,158.0,2502,711501,-8.17140330
4882,Rioseco,42.27143509,443.0,1515,713203,-7.75113481
4883,Padiernos,40.62193213,1103.0,290,670502,-4.84478522
4884,Padilla de Abajo,42.40831322,799.0,89,670904,-4.17677638
4885,Padilla de Arriba,42.43794991,830.0,80,670904,-4.19344038
4886,San Roque de Crespos,42.13992767,339.0,1951,713202,-8.15503265
4887,Padrones de Bureba,42.70499002,777.0,51,670901,-3.53246087
4888,Padrón,42.73875519,5.0,8693,711504,-8.66128384
4889,Padul,37.02421644,749.0,8353,611803,-3.62445156
4890,Padules,36.99862987,747.0,484,610403,-2.77409853
4891,Paiporta,39.42831198,23.0,24810,774602,-0.41879076
4892,Pajarejos,41.39033574,990.0,21,674001,-3.59039743
4893,Pajares de Adaja,40.92369651,878.0,182,670501,-4.64035589
4894,Pajares de la Laguna,41.08792458,825.0,119,673701,-5.50910856
4895,Pajares de la Lampreana,41.71609672,694.0,392,674902,-5.69610773
4896,Pajares de los Oteros,42.32906313,791.0,316,672403,-5.47244421
4897,Pajaroncillo,39.94746168,983.0,68,681602,-1.73384857
4898,Pajarón,39.95747423,1051.0,90,681602,-1.78289386
4899,Palacios de Goda,41.11785196,818.0,425,670501,-4.78498940
4900,Palacios de Riopisuerga,42.34361599,780.0,31,670904,-4.25660509
4901,Palacios de Sanabria,42.05321998,954.0,263,674902,-6.53084294
4902,Palacios de la Sierra,41.96381960,1058.0,752,670905,-3.12711081
4903,Palacios de la Valduerna,42.32778750,794.0,437,672403,-5.93841762
4904,Palacios del Arzobispo,41.16561425,820.0,164,673701,-5.89015165
4905,Palacios del Pan,41.60180369,717.0,264,674902,-5.87822101
4906,Palacios del Sil,42.87538201,864.0,1095,672401,-6.43387303
4907,"Palacios y Villafranca, Los",37.15743949,8.0,38095,614102,-5.92779830
4908,Palaciosrubios,41.05202077,807.0,405,673701,-5.19517122
4909,Palafolls,41.66727049,19.0,9065,690804,2.74918364
4910,Palafrugell,41.91718159,62.0,22763,691703,3.16397764
4911,Palamós,41.84674675,10.0,17805,691703,3.12865803
4912,Palanques,40.71745469,673.0,30,771201,-0.17876590
4913,Palas de Rei,42.87381785,533.0,3601,712702,-7.87288809
4914,"Palau d'Anglesola, El",41.65177294,235.0,2135,692503,0.88036993
4915,Santa Eulàlia,42.17738667,80.0,98,691703,2.97024943
4916,Palau-sator,41.98874321,20.0,305,691703,3.11031715
4917,Palau-saverdera,42.30781199,100.0,1437,691703,3.14962249
4918,Palau-solità i Plegamans,41.58739422,147.0,14454,690803,2.18068232
4919,Palazuelo de Vedija,41.92808824,784.0,203,674701,-5.14516552
4920,Palazuelos de Eresma,40.93055158,1079.0,4868,674002,-4.06117797
4921,Palazuelos de Muñó,42.19807877,788.0,60,670904,-3.98966907
4922,Palazuelos de la Sierra,42.21313022,1113.0,76,670905,-3.45956152
4923,Palencia,42.00783730,734.0,80178,673402,-4.53460106
4924,Palencia de Negrilla,41.09428128,823.0,162,673701,-5.60053743
4925,Palenciana,37.24883679,398.0,1571,611403,-4.58251386
4926,Palenzuela,42.09521161,802.0,213,673402,-4.12905589
4927,"Pallaresos, Els",41.17548548,118.0,4479,694303,1.26948239
4928,Pallejà,41.42412484,44.0,11253,690804,1.99610661
4929,"Palma d'Ebre, La",41.28274115,332.0,371,694301,0.66623397
4930,"Palma de Cervelló, La",41.41281184,91.0,3002,690804,1.96561405
4931,Palma de Gandía,38.92404591,78.0,1687,774604,-0.22318559
4932,Palma de Mallorca,39.57114699,24.0,399093,645404,2.65181698
4933,"Palma del Condado, La",37.38764490,91.0,10618,612102,-6.55312863
4934,Palma del Río,37.70113499,54.0,21582,611402,-5.28521754
4935,"Palmas de Gran Canaria, Las",28.09937855,6.0,382283,659001,-15.41336841
4936,Palmera,38.94190989,22.0,998,774604,-0.15177074
4937,Palo,42.32319645,727.0,22,622201,0.24248089
4938,Palol de Revardit,42.06903269,141.0,474,691702,2.79513608
4939,Palomar de Arroyos,40.78004932,1207.0,184,624402,-0.75033562
4940,"Palomar, el",38.85358534,311.0,584,774603,-0.50277319
4941,Palomares del Campo,39.94771220,877.0,698,681603,-2.59892074
4942,Palomares del Río,37.32270780,31.0,8022,614102,-6.05681494
4943,Palomas,38.69271447,316.0,698,700603,-6.13504231
4944,Palomeque,40.11891364,608.0,825,684502,-3.96366217
4945,Palomera,40.06736734,1075.0,183,681602,-2.05021182
4946,Palomero,40.24742256,450.0,374,701001,-6.27543481
4947,Palos de la Frontera,37.23054376,25.0,10414,612103,-6.89197700
4948,Pals,41.97170928,52.0,2533,691703,3.14451674
4949,Pampaneira,36.94022178,1057.0,323,611803,-3.36127330
4950,Pampliega,42.20619881,815.0,348,670904,-3.98797885
4951,Pamplona/Iruña,42.81410200,450.0,196166,743102,-1.64515280
4952,Pancorbo,42.63502775,633.0,480,670902,-3.10985574
4953,Pancrudo,40.76175159,1233.0,117,624401,-1.02878068
4954,Paniza,41.28463710,700.0,729,625002,-1.21201905
4955,Panticosa,42.72413271,1186.0,757,622201,-0.28372586
4956,Pantoja,40.04395897,519.0,3424,684502,-3.83540650
4957,"Castro de Ferreira, O",42.50684320,367.0,2708,712704,-7.62014173
4958,Papatrigo,40.87015084,889.0,258,670501,-4.83148368
4959,"Papiol, El",41.43887689,136.0,4023,690804,2.01042293
4960,Paracuellos,39.71739040,969.0,113,681602,-1.78860855
4961,Paracuellos de Jarama,40.50491857,688.0,21718,722802,-3.53147048
4962,Paracuellos de Jiloca,41.31360004,576.0,568,625002,-1.63965720
4963,Paracuellos de la Ribera,41.42296962,485.0,175,625002,-1.56210400
4964,Parada de Arriba,40.98642508,825.0,265,673701,-5.79243801
4965,Parada de Rubiales,41.14757618,844.0,288,673701,-5.43662359
4966,Parada de Sil,42.38274454,665.0,634,713204,-7.56887958
4967,Paradas,37.28989484,122.0,7063,614102,-5.49618766
4968,Paradela,42.76253919,599.0,1967,712702,-7.56741375
4969,Paradinas de San Juan,40.98385649,851.0,423,673701,-5.15344613
4970,Parauta,36.65668893,798.0,251,612902,-5.12951118
4971,Parcent,38.74571695,290.0,1020,770301,-0.06446788
4972,Pardilla,41.55255601,876.0,134,670904,-3.71056916
4973,Pardines,42.31213783,1228.0,155,691701,2.21394337
4974,Pardos,40.94835053,1181.0,45,681902,-1.92455297
4975,Paredes,40.06643325,834.0,66,681601,-2.85408563
4976,Paredes de Escalona,40.20531806,489.0,158,684501,-4.42882124
4977,Paredes de Nava,42.15281765,784.0,1997,673402,-4.69416384
4978,Paredes de Sigüenza,41.24199253,1001.0,26,681901,-2.73242003
4979,Pareja,40.55551528,754.0,486,681903,-2.65040857
4980,Parets del Vallès,41.57329035,92.0,18733,690803,2.23447723
4981,Parla,40.23782083,645.0,125323,722803,-3.77086910
4982,Parlavà,42.02230590,37.0,410,691703,3.03047245
4983,"Parra de las Vegas, La",39.86832639,1023.0,40,681603,-2.20459141
4984,"Parra, La",38.52077384,518.0,1381,700603,-6.62294036
4985,"Parral, El",40.79782671,1049.0,86,670502,-4.99028495
4986,"Parras de Castellote, Las",40.77501048,698.0,58,624403,-0.24322443
4987,"Arriondes, Les",43.38601098,85.0,5590,633305,-5.19086415
4988,"Parrilla, La",41.53673435,856.0,508,674701,-4.53515401
4989,Parrillas,40.06275490,399.0,374,684502,-5.06381379
4990,Partaloa,37.40605456,543.0,671,610401,-2.22626430
4991,Valderrama,42.73341015,620.0,86,670902,-3.25478667
4992,Pasai Donibane,43.32495257,10.0,15929,752001,-1.91753163
4993,Pasarón de la Vera,40.05060230,593.0,659,701001,-5.82156739
4994,Pascualcobo,40.65533930,1069.0,41,670502,-5.27726468
4995,"Paso, El",28.65017920,669.0,7617,659302,-17.87834810
4996,Passanant,41.53186338,715.0,154,694302,1.19680068
4997,Pastores,40.51471136,766.0,62,673701,-6.50986451
4998,Pastoriza,43.29661179,509.0,3309,712702,-7.34824740
4999,Pastrana,40.41631520,755.0,1011,681903,-2.92458935
5000,Pastriz,41.61871805,186.0,1310,625003,-0.78336563
5001,Paterna,39.50273688,53.0,67156,774602,-0.44257379
5002,Paterna de Rivera,36.52313758,127.0,5609,611102,-5.86591723
5003,Paterna del Campo,37.42110994,177.0,3564,612102,-6.40156272
5004,Paterna del Madera,38.59729435,1126.0,385,680202,-2.34555766
5005,Paterna del Río,37.02162718,1201.0,411,610403,-2.95313089
5006,Patones,40.86549042,826.0,507,722801,-3.49303196
5007,Pau,42.31581246,34.0,569,691703,3.11641569
5008,Pavías,39.97306947,739.0,54,771203,-0.48189628
5009,Paymogo,37.74259750,195.0,1218,612102,-7.34716755
