,SO2(001):,NO(007):,NO2(008):,O3(014):,VEL(081):,DIR(082):,TEM(083):,HUM(086):,PRE(087):,RAD(088):,LLU(089):,PM10(010):,date,estacion
467,+00000.30,+00000.04,+00000.73,+00081.09,+00003.31,+00120.21,+00021.68,+00100.00,+01018.10,+00062.00,+00000.00,+00000.00,31-10-2024 07:10 ,06
468,+00000.36,+00000.03,+00000.68,+00082.72,+00003.35,+00119.51,+00021.86,+00100.00,+01018.15,+00070.00,+00000.00,+00000.00,31-10-2024 07:20 ,06
469,+00000.41,+00000.03,+00000.68,+00081.06,+00003.41,+00118.51,+00022.04,+00100.00,+01018.15,+00079.00,+00000.00,+00000.00,31-10-2024 07:30 ,06
470,+00000.39,+00000.02,+00000.84,+00081.50,+00003.47,+00120.69,+00022.03,+00100.00,+01018.15,+00085.00,+00000.00,+00000.00,31-10-2024 07:40 ,06
471,+00000.37,+00000.04,+00000.58,+00078.79,+00003.60,+00119.65,+00022.03,+00100.00,+01018.21,+00112.00,+00000.00,+00000.00,31-10-2024 07:50 ,06
472,+00000.47,+00000.10,+00000.86,+00079.06,+00003.79,+00117.52,+00022.37,+00100.00,+01018.54,+00158.00,+00000.00,+00000.00,31-10-2024 08:00 ,06
473,+00000.40,+00000.07,+00000.66,+00077.21,+00003.64,+00121.70,+00022.42,+00100.00,+01018.75,+00116.00,+00000.00,+00000.00,31-10-2024 08:10 ,06
474,+00000.53,+00000.02,+00000.67,+00077.13,+00003.73,+00117.46,+00022.33,+00100.00,+01018.75,+00135.00,+00000.00,+00000.00,31-10-2024 08:20 ,06
475,+00000.58,+00000.04,+00000.64,+00075.61,+00004.41,+00124.69,+00022.79,+00100.00,+01018.75,+00202.00,+00000.00,+00000.00,31-10-2024 08:30 ,06
476,+00000.51,+00000.04,+00000.65,+00076.00,+00003.92,+00121.18,+00022.98,+00100.00,+01018.75,+00138.00,+00000.00,+00000.00,31-10-2024 08:40 ,06
477,+00000.54,+00000.06,+00000.65,+00076.16,+00003.93,+00119.47,+00022.76,+00100.00,+01018.75,+00164.00,+00000.00,+00000.00,31-10-2024 08:50 ,06
478,+00000.58,+00000.06,+00000.62,+00077.61,+00004.39,+00119.93,+00022.85,+00100.00,+01018.75,+00267.00,+00000.00,+00000.00,31-10-2024 09:00 ,06
479,+00000.49,+00000.06,+00000.60,+00076.83,+00004.28,+00120.27,+00023.16,+00099.93,+01018.74,+00251.00,+00000.00,+00000.00,31-10-2024 09:10 ,06
480,+00000.42,+00000.06,+00000.58,+00076.05,+00004.29,+00119.83,+00023.21,+00100.00,+01018.75,+00260.00,+00000.00,+00000.00,31-10-2024 09:20 ,06
481,+00000.38,+00000.03,+00000.59,+00078.72,+00004.39,+00117.93,+00023.43,+00100.00,+01018.69,+00277.00,+00000.00,+00000.00,31-10-2024 09:30 ,06
482,+00000.31,+00000.02,+00000.54,+00076.73,+00004.68,+00119.95,+00023.64,+00100.00,+01018.29,+00323.00,+00000.00,+00000.00,31-10-2024 09:40 ,06
483,+00000.79,+00000.07,+00000.50,+00076.61,+00004.81,+00119.21,+00023.70,+00099.99,+01018.15,+00337.00,+00000.00,+00000.00,31-10-2024 09:50 ,06
484,+00000.80,+00000.03,+00000.60,+00077.53,+00004.84,+00118.59,+00023.57,+00100.00,+01018.15,+00330.00,+00000.00,+00000.00,31-10-2024 10:00 ,06
485,+00000.73,+00000.04,+00000.58,+00077.32,+00004.83,+00120.47,+00023.56,+00100.00,+01018.15,+00315.00,+00000.00,+00000.00,31-10-2024 10:10 ,06
486,+00000.67,+00000.07,+00000.52,+00079.51,+00004.99,+00119.37,+00023.77,+00100.00,+01018.15,+00350.00,+00000.00,+00000.00,31-10-2024 10:20 ,06
487,+00000.59,+00000.06,+00000.48,+00074.92,+00005.02,+00122.86,+00023.85,+00099.91,+01018.03,+00350.00,+00000.00,+00000.00,31-10-2024 10:30 ,06
488,+00000.60,+00001.08,+00003.72,+00074.53,+00004.76,+00119.81,+00023.80,+00099.68,+01017.94,+00306.00,+00000.00,+00000.00,31-10-2024 10:40 ,06
489,+00000.64,+00000.14,+00000.97,+00077.60,+00004.81,+00122.23,+00023.84,+00099.64,+01017.56,+00320.00,+00000.00,+00000.00,31-10-2024 10:50 ,06
490,+00000.49,+00000.09,+00000.85,+00072.87,+00004.39,+00128.96,+00023.73,+00099.60,+01017.55,+00211.00,+00000.00,+00000.00,31-10-2024 11:00 ,06
491,+00000.42,+00000.06,+00000.71,+00076.17,+00004.80,+00136.54,+00023.42,+00100.00,+01017.54,+00283.00,+00000.00,+00000.00,31-10-2024 11:10 ,06
492,+00000.31,+00000.04,+00000.63,+00074.57,+00004.37,+00139.93,+00023.35,+00100.00,+01017.54,+00183.00,+00000.00,+00000.00,31-10-2024 11:20 ,06
493,+00000.18,+00000.03,+00000.57,+00069.03,+00004.37,+00137.92,+00023.12,+00100.00,+01017.54,+00174.00,+00000.00,+00000.00,31-10-2024 11:30 ,06
494,+00000.22,+00000.04,+00000.63,+00075.71,+00005.06,+00137.95,+00023.17,+00100.00,+01017.54,+00287.00,+00000.00,+00000.00,31-10-2024 11:40 ,06
495,+00000.17,+00000.06,+00000.57,+00073.17,+00005.42,+00133.33,+00023.94,+00099.90,+01017.54,+00383.00,+00000.00,+00000.00,31-10-2024 11:50 ,06
496,+00000.27,+00000.06,+00000.61,+00069.34,+00005.37,+00131.38,+00024.78,+00097.56,+01017.54,+00389.00,+00000.00,+00000.00,31-10-2024 12:00 ,06
497,+00000.35,+00000.05,+00000.63,+00076.72,+00005.06,+00121.95,+00024.96,+00094.44,+01017.54,+00333.00,+00000.00,+00000.00,31-10-2024 12:10 ,06
498,+00000.23,+00000.06,+00000.60,+00075.73,+00004.90,+00127.38,+00024.78,+00095.09,+01017.54,+00284.00,+00000.00,+00000.00,31-10-2024 12:20 ,06
499,+00000.24,+00000.04,+00000.61,+00072.35,+00004.46,+00125.23,+00024.36,+00097.05,+01017.54,+00205.00,+00000.00,+00000.00,31-10-2024 12:30 ,06
500,+00000.25,+00000.05,+00000.68,+00078.00,+00004.41,+00122.46,+00024.29,+00097.59,+01017.54,+00213.00,+00000.00,+00000.00,31-10-2024 12:40 ,06
501,+00000.23,+00000.05,+00000.63,+00076.50,+00004.17,+00118.57,+00023.83,+00099.08,+01017.54,+00171.00,+00000.00,+00000.00,31-10-2024 12:50 ,06
502,+00000.32,+00000.06,+00000.60,+00075.66,+00004.40,+00124.91,+00023.85,+00099.89,+01017.54,+00215.00,+00000.00,+00000.00,31-10-2024 13:00 ,06
503,+00000.30,+00000.05,+00000.60,+00079.41,+00004.10,+00122.64,+00023.80,+00100.00,+01017.54,+00142.00,+00000.00,+00000.00,31-10-2024 13:10 ,06
504,+00000.22,+00000.03,+00000.60,+00073.71,+00004.30,+00119.55,+00023.43,+00100.00,+01017.54,+00192.00,+00000.00,+00000.00,31-10-2024 13:20 ,06
505,+00000.34,+00000.04,+00000.60,+00078.89,+00004.94,+00118.30,+00023.91,+00099.77,+01017.54,+00326.00,+00000.00,+00000.00,31-10-2024 13:30 ,06
506,+00000.23,+00000.03,+00000.55,+00076.14,+00004.14,+00119.18,+00023.99,+00098.14,+01017.47,+00155.00,+00000.00,+00000.00,31-10-2024 13:40 ,06
507,+00000.32,+00000.03,+00000.59,+00076.13,+00004.28,+00119.78,+00023.49,+00099.95,+01017.52,+00175.00,+00000.00,+00000.00,31-10-2024 13:50 ,06
508,+00000.52,+00000.04,+00000.57,+00079.86,+00004.25,+00120.51,+00023.37,+00100.00,+01017.53,+00179.00,+00000.00,+00000.00,31-10-2024 14:00 ,06
509,,,,,,,,,,,,,,06
510,+00000.79,+00000.53,+00003.91,+00047.30,+00001.37,+00251.61,+00014.41,+00099.68,+01015.00,+00001.42,+00000.00,+00000.00,31-10-2024 00:10 ,08
511,+00000.74,+00000.47,+00004.24,+00046.19,+00001.69,+00214.57,+00014.26,+00100.00,+01015.00,+00000.72,+00000.00,+00000.00,31-10-2024 00:20 ,08
512,+00000.61,+00001.01,+00002.92,+00046.22,+00001.85,+00250.26,+00014.45,+00100.00,+01015.00,+00001.08,+00000.00,+00000.00,31-10-2024 00:30 ,08
513,+00000.76,+00000.53,+00004.49,+00046.25,+00000.99,+00246.58,+00014.24,+00100.00,+01015.00,+00001.22,+00000.00,+00000.00,31-10-2024 00:40 ,08
514,+00000.80,+00000.64,+00003.95,+00049.34,+00001.42,+00222.98,+00014.57,+00100.00,+01015.00,+00000.86,+00000.00,+00000.00,31-10-2024 00:50 ,08
515,+00000.61,+00000.69,+00003.41,+00046.06,+00001.68,+00205.63,+00014.13,+00100.00,+01015.00,+00000.73,+00000.00,+00000.00,31-10-2024 01:00 ,08
516,+00000.86,+00000.73,+00003.17,+00050.60,+00001.38,+00254.53,+00014.72,+00100.00,+01015.00,+00001.19,+00000.00,+00000.00,31-10-2024 01:10 ,08
517,+00000.99,+00000.52,+00004.16,+00051.52,+00001.72,+00242.72,+00015.05,+00100.00,+01015.00,+00001.35,+00000.00,+00000.00,31-10-2024 01:20 ,08
518,+00000.90,+00000.62,+00003.81,+00051.51,+00001.29,+00241.57,+00014.96,+00100.00,+01015.00,+00001.18,+00000.00,+00000.00,31-10-2024 01:30 ,08
519,+00000.96,+00000.52,+00003.56,+00048.73,+00001.76,+00246.41,+00014.77,+00100.00,+01015.00,+00001.34,+00000.00,+00000.00,31-10-2024 01:40 ,08
520,+00000.90,+00000.66,+00003.24,+00046.94,+00001.39,+00253.78,+00014.36,+00100.00,+01015.00,+00001.33,+00000.00,+00000.00,31-10-2024 01:50 ,08
521,+00000.68,+00000.53,+00002.97,+00043.88,+00001.23,+00276.66,+00013.96,+00100.00,+01015.00,+00001.66,+00000.00,+00000.00,31-10-2024 02:00 ,08
522,+00000.70,+00000.49,+00002.68,+00044.43,+00001.95,+00265.56,+00013.53,+00100.00,+01015.00,+00001.27,+00000.00,+00000.00,31-10-2024 02:10 ,08
523,+00000.57,+00000.25,+00003.28,+00044.17,+00002.54,+00256.09,+00013.79,+00100.00,+01015.00,+00001.03,+00000.00,+00000.00,31-10-2024 02:20 ,08
524,+00000.65,+00000.31,+00002.47,+00046.29,+00002.73,+00241.61,+00014.11,+00100.00,+01015.00,+00001.00,+00000.00,+00000.00,31-10-2024 02:30 ,08
525,+00000.90,+00000.63,+00002.58,+00047.69,+00001.65,+00256.59,+00014.11,+00100.00,+01015.00,+00001.07,+00000.00,+00000.00,31-10-2024 02:40 ,08
526,+00000.64,+00000.82,+00003.08,+00046.87,+00003.00,+00237.28,+00014.12,+00100.00,+01015.00,+00000.89,+00000.00,+00000.00,31-10-2024 02:50 ,08
527,+00000.78,+00000.75,+00002.71,+00049.52,+00003.00,+00235.10,+00014.25,+00100.00,+01015.00,+00000.71,+00000.00,+00000.00,31-10-2024 03:00 ,08
528,+00000.53,+00000.66,+00002.73,+00048.75,+00002.93,+00238.55,+00014.23,+00100.00,+01015.00,+00000.84,+00000.00,+00000.00,31-10-2024 03:10 ,08
529,+00000.59,+00000.68,+00002.36,+00047.28,+00003.04,+00239.00,+00014.17,+00100.00,+01015.00,+00000.83,+00000.00,+00000.00,31-10-2024 03:20 ,08
530,+00000.61,+00000.79,+00002.22,+00047.59,+00002.48,+00219.39,+00014.11,+00100.00,+01015.00,+00000.71,+00000.00,+00000.00,31-10-2024 03:30 ,08
531,+00000.60,+00000.81,+00002.46,+00049.12,+00002.66,+00212.32,+00014.13,+00100.00,+01015.00,+00000.50,+00000.00,+00000.00,31-10-2024 03:40 ,08
532,+00000.67,+00001.13,+00002.07,+00049.37,+00002.41,+00198.90,+00013.72,+00100.00,+01015.00,+00000.51,+00000.00,+00000.00,31-10-2024 03:50 ,08
533,+00000.62,+00000.97,+00002.57,+00048.54,+00002.32,+00222.12,+00013.89,+00100.00,+01015.00,+00000.68,+00000.00,+00000.00,31-10-2024 04:00 ,08
534,+00000.70,+00000.67,+00002.87,+00048.34,+00002.97,+00225.29,+00013.87,+00100.00,+01015.00,+00000.67,+00000.00,+00000.00,31-10-2024 04:10 ,08
535,+00000.59,+00000.98,+00002.46,+00049.39,+00002.47,+00238.00,+00013.98,+00100.00,+01015.00,+00000.88,+00000.00,+00000.00,31-10-2024 04:20 ,08
536,+00000.67,+00000.86,+00002.62,+00049.92,+00001.11,+00215.47,+00013.63,+00100.00,+01015.00,+00000.62,+00000.00,+00000.00,31-10-2024 04:30 ,08
537,+00000.63,+00000.78,+00002.55,+00050.09,+00000.95,+00164.10,+00013.01,+00100.00,+01015.00,+00000.16,+00000.00,+00000.00,31-10-2024 04:40 ,08
538,+00000.71,+00000.57,+00002.24,+00049.12,+00001.71,+00185.49,+00013.34,+00100.00,+01015.00,+00000.37,+00000.00,+00000.00,31-10-2024 04:50 ,08
539,+00000.90,+00000.72,+00002.07,+00048.30,+00002.38,+00179.61,+00012.92,+00100.00,+01015.00,+00000.26,+00000.00,+00000.00,31-10-2024 05:00 ,08
540,+00000.73,+00000.65,+00001.77,+00045.61,+00002.68,+00178.68,+00012.79,+00100.00,+01015.00,+00000.25,+00000.00,+00000.00,31-10-2024 05:10 ,08
541,+00000.78,+00000.57,+00002.01,+00052.09,+00002.75,+00174.46,+00013.43,+00100.00,+01015.00,+00000.26,+00000.00,+00000.00,31-10-2024 05:20 ,08
542,+00000.86,+00000.54,+00001.12,+00051.59,+00002.35,+00175.02,+00013.31,+00098.46,+01015.00,+00000.25,+00000.00,+00000.00,31-10-2024 05:30 ,08
543,+00000.50,+00000.81,+00001.05,+00052.14,+00002.41,+00192.93,+00013.54,+00096.81,+01015.00,+00000.40,+00000.00,+00000.00,31-10-2024 05:40 ,08
544,+00000.63,+00000.70,+00001.36,+00051.45,+00003.19,+00190.76,+00013.26,+00095.29,+01015.00,+00000.33,+00000.00,+00000.00,31-10-2024 05:50 ,08
545,+00000.64,+00000.39,+00001.71,+00049.96,+00002.89,+00187.07,+00013.10,+00095.37,+01015.00,+00000.31,+00000.00,+00000.00,31-10-2024 06:00 ,08
546,+00000.63,+00000.34,+00001.87,+00054.10,+00002.83,+00181.88,+00013.69,+00094.54,+01015.01,+00000.31,+00000.00,+00000.00,31-10-2024 06:10 ,08
547,+00000.90,+00000.33,+00002.44,+00051.56,+00002.94,+00180.33,+00013.32,+00093.35,+01015.01,+00000.27,+00000.00,+00000.00,31-10-2024 06:20 ,08
548,+00000.81,+00000.41,+00003.21,+00051.71,+00002.77,+00178.04,+00013.59,+00093.71,+01015.00,+00000.28,+00000.00,+00000.00,31-10-2024 06:30 ,08
549,+00000.81,+00000.43,+00002.11,+00056.96,+00003.40,+00188.31,+00014.02,+00092.21,+01015.03,+00000.40,+00000.00,+00000.00,31-10-2024 06:40 ,08
550,+00000.78,+00000.56,+00001.34,+00056.19,+00002.64,+00188.84,+00013.81,+00091.07,+01015.60,+00000.34,+00000.00,+00000.00,31-10-2024 06:50 ,08
551,+00000.56,+00000.65,+00001.04,+00057.34,+00002.01,+00189.84,+00014.15,+00090.62,+01015.95,+00000.41,+00000.00,+00000.00,31-10-2024 07:00 ,08
552,+00000.66,+00000.72,+00001.84,+00059.29,+00001.63,+00168.14,+00014.38,+00088.98,+01016.00,+00000.24,+00000.00,+00000.00,31-10-2024 07:10 ,08
553,+00000.77,+00000.29,+00001.79,+00058.41,+00001.83,+00168.19,+00014.12,+00087.71,+01016.00,+00000.91,+00000.00,+00000.00,31-10-2024 07:20 ,08
554,+00000.68,+00000.91,+00001.64,+00051.99,+00002.32,+00170.16,+00013.27,+00090.90,+01016.00,+00004.48,+00000.00,+00000.00,31-10-2024 07:30 ,08
555,+00000.81,+00000.74,+00002.04,+00054.08,+00001.62,+00147.88,+00013.64,+00093.02,+01016.00,+00008.81,+00000.00,+00000.00,31-10-2024 07:40 ,08
556,+00000.72,+00000.63,+00001.76,+00054.35,+00001.46,+00142.70,+00013.70,+00092.14,+01016.00,+00014.04,+00000.00,+00000.00,31-10-2024 07:50 ,08
557,+00000.49,+00001.03,+00001.00,+00054.19,+00001.54,+00133.31,+00013.87,+00092.40,+01016.00,+00021.85,+00000.00,+00000.00,31-10-2024 08:00 ,08
558,+00000.89,+00000.96,+00002.23,+00051.20,+00002.05,+00151.39,+00013.57,+00092.05,+01016.00,+00037.53,+00000.00,+00000.00,31-10-2024 08:10 ,08
559,+00000.88,+00000.84,+00002.36,+00053.08,+00002.00,+00125.32,+00014.20,+00094.08,+01016.00,+00044.60,+00000.00,+00000.00,31-10-2024 08:20 ,08
560,+00000.84,+00003.32,+00001.74,+00052.52,+00002.07,+00112.60,+00014.62,+00095.32,+01016.00,+00054.65,+00000.00,+00000.00,31-10-2024 08:30 ,08
561,+00000.93,-00001.03,+00003.37,+00052.53,+00001.77,+00118.53,+00014.88,+00094.99,+01016.00,+00070.69,+00000.00,+00000.00,31-10-2024 08:40 ,08
562,+00000.78,-00000.73,+00002.75,+00055.96,+00001.75,+00128.45,+00015.46,+00092.76,+01016.00,+00082.24,+00000.00,+00000.00,31-10-2024 08:50 ,08
563,+00000.87,-00000.33,+00002.59,+00052.73,+00000.58,+00111.87,+00015.78,+00090.50,+01016.02,+00094.64,+00000.00,+00000.00,31-10-2024 09:00 ,08
564,+00000.76,+00000.06,+00002.84,+00051.60,+00000.98,+00050.16,+00016.03,+00088.36,+01016.26,+00106.45,+00000.00,+00000.00,31-10-2024 09:10 ,08
565,+00000.76,+00000.76,+00003.48,+00049.06,+00001.30,+00087.18,+00015.53,+00088.37,+01016.14,+00119.97,+00000.00,+00000.00,31-10-2024 09:20 ,08
566,+00000.79,+00003.07,+00005.36,+00040.61,+00000.99,+00131.62,+00015.75,+00089.43,+01016.45,+00130.52,+00000.00,+00000.00,31-10-2024 09:30 ,08
567,+00000.82,+00002.93,+00005.18,+00048.09,+00000.71,+00136.05,+00016.19,+00088.84,+01016.08,+00144.50,+00000.00,+00000.00,31-10-2024 09:40 ,08
568,+00000.87,+00001.66,+00003.90,+00050.24,+00000.67,+00153.64,+00016.77,+00086.01,+01016.02,+00158.36,+00000.00,+00000.00,31-10-2024 09:50 ,08
569,+00000.82,+00001.31,+00003.60,+00057.48,+00000.78,+00161.68,+00017.08,+00082.72,+01016.00,+00165.52,+00000.00,+00000.00,31-10-2024 10:00 ,08
570,+00000.87,+00001.25,+00003.87,+00052.63,+00001.11,+00154.33,+00017.22,+00076.45,+01016.00,+00175.78,+00000.00,+00000.00,31-10-2024 10:10 ,08
571,+00000.94,+00002.10,+00004.16,+00043.02,+00000.74,+00017.42,+00016.98,+00083.33,+01016.00,+00180.71,+00000.00,+00000.00,31-10-2024 10:20 ,08
572,+00000.80,+00001.80,+00004.29,+00045.15,+00000.88,+00334.26,+00017.13,+00081.23,+01016.00,+00186.95,+00000.00,+00000.00,31-10-2024 10:30 ,08
573,+00000.70,+00004.39,+00006.96,+00043.50,+00000.82,+00336.75,+00016.48,+00079.25,+01016.00,+00191.37,+00000.00,+00000.00,31-10-2024 10:40 ,08
574,+00000.79,+00001.16,+00001.95,+00052.61,+00000.75,+00345.67,+00017.33,+00076.98,+01016.00,+00196.94,+00000.00,+00000.00,31-10-2024 10:50 ,08
575,+00000.69,+00000.38,+00002.43,+00051.00,+00000.91,+00352.56,+00017.07,+00078.33,+01016.00,+00202.31,+00000.00,+00000.00,31-10-2024 11:00 ,08
576,+00001.01,+00000.56,+00002.35,+00050.30,+00001.30,+00028.39,+00016.56,+00080.32,+01016.00,+00202.77,+00000.00,+00000.00,31-10-2024 11:10 ,08
577,+00000.89,+00000.99,+00001.94,+00053.87,+00000.97,+00284.77,+00016.33,+00082.23,+01016.00,+00207.66,+00000.00,+00000.00,31-10-2024 11:20 ,08
578,+00000.88,+00001.24,+00002.06,+00057.11,+00000.98,+00289.24,+00016.03,+00078.01,+01016.00,+00170.99,+00000.00,+00000.00,31-10-2024 11:30 ,08
579,+00001.09,+00001.14,+00002.45,+00053.96,+00001.14,+00270.51,+00015.83,+00079.44,+01016.00,+00171.06,+00000.00,+00000.00,31-10-2024 11:40 ,08
580,+00000.82,+00001.32,+00001.82,+00059.38,+00000.87,+00242.95,+00016.18,+00078.79,+01016.00,+00213.22,+00000.00,+00000.00,31-10-2024 11:50 ,08
581,+00000.90,+00001.22,+00001.97,+00057.08,+00001.26,+00276.29,+00016.31,+00075.02,+01016.00,+00162.66,+00000.00,+00000.00,31-10-2024 12:00 ,08
582,+00000.88,+00001.36,+00001.46,+00060.30,+00001.16,+00271.99,+00015.86,+00080.79,+01016.00,+00218.66,+00000.00,+00000.00,31-10-2024 12:10 ,08
583,+00000.93,+00000.88,+00001.79,+00064.28,+00001.77,+00258.50,+00015.85,+00078.01,+01016.00,+00220.10,+00000.00,+00000.00,31-10-2024 12:20 ,08
584,+00000.96,+00001.07,+00002.05,+00059.35,+00001.21,+00271.71,+00016.71,+00074.46,+01016.00,+00217.24,+00000.00,+00000.00,31-10-2024 12:30 ,08
585,+00000.84,+00001.25,+00002.22,+00059.45,+00001.06,+00287.00,+00016.72,+00077.11,+01016.00,+00216.14,+00000.00,+00000.00,31-10-2024 12:40 ,08
586,+00000.94,+00001.48,+00002.38,+00063.13,+00000.74,+00283.53,+00017.72,+00071.81,+01016.00,+00217.72,+00000.00,+00000.00,31-10-2024 12:50 ,08
587,+00000.90,+00001.83,+00001.81,+00060.83,+00001.41,+00020.57,+00017.40,+00073.64,+01015.65,+00202.72,+00000.00,+00000.00,31-10-2024 13:00 ,08
588,+00000.86,+00001.24,+00001.79,+00061.02,+00000.93,+00296.71,+00016.50,+00081.63,+01015.05,+00193.90,+00000.00,+00000.00,31-10-2024 13:10 ,08
589,+00000.83,+00001.34,+00001.51,+00058.93,+00000.70,+00037.95,+00017.33,+00082.80,+01015.00,+00213.28,+00000.00,+00000.00,31-10-2024 13:20 ,08
590,+00000.86,+00001.12,+00001.39,+00060.30,+00000.84,+00323.64,+00017.78,+00080.47,+01015.00,+00225.34,+00000.00,+00000.00,31-10-2024 13:30 ,08
591,+00000.89,+00001.26,+00001.54,+00057.94,+00001.07,+00308.29,+00018.32,+00080.19,+01015.00,+00226.98,+00000.00,+00000.00,31-10-2024 13:40 ,08
592,+00000.85,+00001.25,+00002.02,+00066.71,+00000.56,+00245.88,+00018.78,+00072.44,+01015.00,+00216.58,+00000.00,+00000.00,31-10-2024 13:50 ,08
593,+00001.00,+00001.11,+00001.57,+00065.79,+00000.77,+00170.48,+00020.15,+00063.89,+01015.00,+00213.33,+00000.00,+00000.00,31-10-2024 14:00 ,08
594,,,,,,,,,,,,,,08
595,+00001.04,+00000.15,+00001.38,+00067.50,+00008.90,+00109.00,+00015.70,+00082.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 00:10 ,05
596,+00000.94,+00000.15,+00001.39,+00067.64,+00008.80,+00107.00,+00015.70,+00082.00,+00939.00,+00002.00,+00000.00,+00000.00,31-10-2024 00:20 ,05
597,+00000.88,+00000.16,+00001.44,+00066.08,+00008.60,+00108.00,+00015.40,+00083.00,+00939.00,+00002.00,+00000.00,+00000.00,31-10-2024 00:30 ,05
598,+00001.03,+00000.17,+00001.44,+00065.59,+00009.10,+00108.00,+00015.30,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 00:40 ,05
599,+00001.02,+00000.17,+00001.39,+00065.75,+00009.40,+00114.00,+00015.60,+00083.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 00:50 ,05
600,+00000.98,+00000.13,+00001.34,+00065.38,+00009.40,+00115.00,+00015.70,+00082.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:00 ,05
601,+00001.06,+00000.11,+00001.40,+00065.09,+00008.80,+00118.00,+00015.60,+00082.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:10 ,05
602,+00001.00,+00000.16,+00001.38,+00063.96,+00009.40,+00116.00,+00015.40,+00083.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:20 ,05
603,+00000.99,+00000.17,+00001.45,+00063.64,+00009.30,+00118.00,+00015.20,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:30 ,05
604,+00001.02,+00000.14,+00001.43,+00064.47,+00009.00,+00120.00,+00015.30,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:40 ,05
605,+00001.13,+00000.15,+00001.37,+00064.85,+00008.40,+00123.00,+00015.20,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 01:50 ,05
606,+00001.21,+00000.13,+00001.44,+00064.34,+00008.10,+00120.00,+00015.10,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:00 ,05
607,+00001.23,+00000.15,+00001.42,+00063.81,+00008.80,+00116.00,+00014.90,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:10 ,05
608,+00001.13,+00000.14,+00001.39,+00063.11,+00008.50,+00117.00,+00014.80,+00085.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:20 ,05
609,+00001.11,+00000.14,+00001.49,+00062.40,+00008.60,+00121.00,+00014.70,+00086.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:30 ,05
610,+00001.16,+00000.16,+00001.39,+00063.90,+00008.50,+00121.00,+00015.00,+00085.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:40 ,05
611,+00001.03,+00000.16,+00001.34,+00064.00,+00008.60,+00119.00,+00015.00,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 02:50 ,05
612,+00001.07,+00000.14,+00001.44,+00063.99,+00008.10,+00118.00,+00014.90,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:00 ,05
613,+00001.18,+00000.14,+00001.36,+00064.09,+00008.40,+00116.00,+00014.80,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:10 ,05
614,+00001.28,+00000.11,+00001.41,+00064.68,+00008.00,+00115.00,+00015.00,+00083.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:20 ,05
615,+00001.28,+00000.12,+00001.39,+00064.70,+00007.30,+00114.00,+00014.80,+00083.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:30 ,05
616,+00001.26,+00000.13,+00001.45,+00063.41,+00006.90,+00109.00,+00014.50,+00084.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:40 ,05
617,+00001.15,+00000.14,+00001.44,+00063.05,+00006.90,+00105.00,+00014.40,+00086.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 03:50 ,05
618,+00000.98,+00000.14,+00001.53,+00060.37,+00006.20,+00098.00,+00013.80,+00089.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:00 ,05
619,+00000.92,+00000.13,+00001.59,+00059.54,+00005.90,+00099.00,+00013.70,+00090.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:10 ,05
620,+00001.09,+00000.10,+00001.57,+00059.20,+00005.50,+00098.00,+00013.40,+00091.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:20 ,05
621,+00001.25,+00000.18,+00001.72,+00058.11,+00005.30,+00088.00,+00013.40,+00093.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:30 ,05
622,+00001.18,+00000.15,+00001.67,+00059.01,+00005.90,+00088.00,+00013.60,+00093.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:40 ,05
623,+00001.24,+00000.15,+00001.63,+00059.46,+00006.30,+00092.00,+00013.60,+00092.00,+00938.00,+00002.00,+00000.00,+00000.00,31-10-2024 04:50 ,05
